id,iter,italian_nloc,italian_ccn,italian_token_count,italian_param_count,italian_length,italian_top_nesting_level,italian_flake8,italian_pylint,english_nloc,english_ccn,english_token_count,english_param_count,english_length,english_top_nesting_level,english_flake8,english_pylint,chinese_nloc,chinese_ccn,chinese_token_count,chinese_param_count,chinese_length,chinese_top_nesting_level,chinese_flake8,chinese_pylint,hindi_nloc,hindi_ccn,hindi_token_count,hindi_param_count,hindi_length,hindi_top_nesting_level,hindi_flake8,hindi_pylint,spanish_nloc,spanish_ccn,spanish_token_count,spanish_param_count,spanish_length,spanish_top_nesting_level,spanish_flake8,spanish_pylint
ClassEval_13::add_book,0,5,2,37,3,10,1,2,7,5,2,37,3,10,1,2,7,5,2,37,3,10,1,1,7,5,2,37,3,10,1,2,8,5,2,37,3,10,1,2,7
ClassEval_13::remove_book,0,10,5,73,3,16,1,2,9,8,5,67,3,14,1,3,9,8,4,63,3,14,1,1,9,10,5,73,3,16,1,2,9,9,5,63,3,15,1,2,9
ClassEval_13::view_book_quantity,0,2,1,19,2,11,1,2,6,2,1,19,2,11,1,2,6,2,1,19,2,11,1,1,5,2,1,19,2,11,1,2,6,2,1,19,2,11,1,2,6
ClassEval_13::view_inventory,0,2,1,10,1,11,1,2,5,2,1,10,1,11,1,2,5,2,1,10,1,11,1,1,5,2,1,10,1,11,1,1,5,2,1,10,1,11,1,2,5
ClassEval_14::add_book,0,3,1,33,3,12,1,4,8,3,1,31,3,12,1,3,8,3,1,31,3,12,1,2,7,3,1,31,3,12,1,2,7,3,1,31,3,12,1,3,8
ClassEval_14::borrow_book,0,3,1,28,2,9,1,3,7,3,1,28,2,9,1,2,7,3,1,28,2,9,1,2,7,3,1,28,2,9,1,3,8,3,1,28,2,9,1,2,7
ClassEval_14::create_table,0,3,1,21,1,8,1,3,7,3,1,21,1,8,1,3,7,3,1,21,1,8,1,2,7,3,1,21,1,8,1,3,7,3,1,21,1,8,1,2,7
ClassEval_14::remove_book,0,3,1,28,2,9,1,2,7,3,1,28,2,9,1,2,7,3,1,28,2,9,1,2,7,3,1,28,2,9,1,2,7,3,1,28,2,9,1,2,7
ClassEval_14::return_book,0,3,1,28,2,9,1,3,7,3,1,28,2,9,1,3,7,3,1,28,2,9,1,2,7,3,1,28,2,9,1,3,8,3,1,28,2,9,1,3,7
ClassEval_14::search_books,0,4,1,25,1,10,1,2,6,3,1,22,1,10,1,3,6,4,1,25,1,10,1,1,6,4,1,25,1,10,1,2,6,4,1,25,1,10,1,3,6
ClassEval_15::bad_character_heuristic,0,13,3,81,1,20,1,2,14,11,3,93,1,18,1,3,14,13,3,81,1,20,1,1,14,16,4,85,1,23,1,1,9,13,3,81,1,20,1,2,14
ClassEval_15::match_in_pattern,0,5,3,44,2,13,1,2,6,5,3,44,2,13,1,2,6,5,3,44,2,13,1,1,6,5,3,44,2,13,1,1,6,5,3,44,2,13,1,3,6
ClassEval_15::mismatch_in_text,0,5,4,48,2,13,1,4,10,5,4,56,2,13,1,4,10,5,4,56,2,13,1,2,9,5,3,40,2,13,1,2,8,5,4,48,2,13,1,4,10
ClassEval_16::apply_operator,0,7,1,56,3,16,1,2,6,7,1,56,3,16,1,2,6,7,1,56,3,16,1,1,5,7,1,56,3,16,1,2,6,7,1,56,3,16,1,2,6
ClassEval_16::calculate,0,20,10,162,2,28,1,5,13,21,10,156,2,29,1,5,12,21,10,156,2,29,1,4,12,21,10,162,2,31,1,7,15,20,10,162,2,28,1,5,13
ClassEval_16::precedence,0,8,4,31,2,18,1,3,6,8,4,31,2,18,1,3,6,3,1,40,2,13,1,2,4,10,5,38,2,20,1,2,6,8,4,31,2,18,1,3,6
ClassEval_17::add_event,0,2,1,16,2,10,1,3,7,2,1,16,2,10,1,3,7,2,1,16,2,10,1,3,7,2,1,16,2,11,1,4,8,2,1,16,2,10,1,3,7
ClassEval_17::get_available_slots,0,13,5,129,2,22,1,7,8,13,5,129,2,22,1,6,8,13,5,136,2,22,1,8,9,13,5,119,2,22,1,7,10,13,5,140,2,22,1,10,11
ClassEval_17::get_events,0,2,3,33,2,11,1,4,7,2,3,33,2,12,1,5,8,2,3,33,2,12,1,5,8,2,3,33,2,12,1,5,8,2,3,33,2,12,1,5,8
ClassEval_17::get_upcoming_events,0,3,1,32,2,14,1,6,8,7,3,46,2,18,1,6,9,7,3,46,2,18,1,5,9,7,3,46,2,18,1,5,9,7,3,46,2,18,1,7,9
ClassEval_17::is_available,0,5,4,39,3,15,1,5,7,5,4,36,3,15,1,5,7,5,4,36,3,15,1,5,7,5,4,36,3,15,1,5,7,5,4,39,3,15,1,8,7
ClassEval_17::remove_event,0,3,2,23,2,12,1,3,8,3,2,23,2,12,1,3,8,3,2,23,2,12,1,3,8,3,2,23,2,12,1,3,8,2,3,25,2,11,1,3,7
ClassEval_18::::delitem::,0,2,1,20,2,12,1,1,6,2,1,20,2,12,1,1,6,2,1,20,2,12,1,1,6,2,1,20,2,15,1,3,8,2,1,20,2,12,1,1,6
ClassEval_18::::getitem::,0,2,1,20,2,11,1,1,6,2,1,20,2,11,1,1,6,2,1,20,2,11,1,1,6,2,1,20,2,13,1,3,8,2,1,20,2,11,1,1,6
ClassEval_18::::iter::,0,2,1,13,1,12,1,1,5,2,1,13,1,12,1,1,5,2,1,13,1,12,1,1,5,2,1,13,1,12,1,1,5,2,1,13,1,12,1,1,5
ClassEval_18::::len::,0,2,1,13,1,12,1,1,5,2,1,13,1,12,1,1,5,2,1,13,1,12,1,1,5,2,1,13,1,12,1,1,5,2,1,13,1,12,1,1,5
ClassEval_18::::setitem::,0,2,1,23,3,12,1,1,6,2,1,23,3,12,1,1,6,2,1,23,3,12,1,1,6,2,1,23,3,12,1,1,6,2,1,23,3,12,1,1,6
ClassEval_18::_convert_key,0,2,1,15,2,10,1,1,5,2,1,15,2,10,1,1,5,2,1,15,2,10,1,1,5,2,1,15,2,10,1,1,5,2,1,15,2,10,1,1,5
ClassEval_18::_to_camel_case,0,3,2,40,1,11,1,1,4,3,2,40,1,11,1,1,4,3,2,40,1,11,1,1,4,3,2,40,1,11,1,1,4,3,2,40,1,11,1,1,4
ClassEval_19::generate_primes,0,8,6,96,1,15,1,2,8,10,7,106,1,17,1,2,9,8,6,96,1,15,1,1,7,8,6,96,1,15,1,2,8,8,6,96,1,15,1,2,8
ClassEval_19::get_primes,0,2,1,10,1,9,1,1,5,2,1,10,1,9,1,1,5,2,1,10,1,9,1,1,5,2,1,10,1,9,1,1,5,2,1,10,1,9,1,1,5
ClassEval_1::calculate_annulus_area,0,2,1,24,3,11,1,3,5,2,1,24,3,11,1,3,5,2,1,24,3,11,1,3,5,2,1,24,3,13,1,5,7,2,1,24,3,11,1,2,5
ClassEval_1::calculate_circle_area,0,2,1,16,1,9,1,2,6,2,1,16,1,9,1,2,6,2,1,16,1,9,1,2,6,2,1,16,1,9,1,2,6,2,1,16,1,9,1,2,6
ClassEval_1::calculate_cylinder_area,0,2,1,26,2,10,1,2,7,2,1,26,2,10,1,2,7,2,1,26,2,10,1,2,7,2,1,26,2,10,1,2,7,2,1,26,2,10,1,2,7
ClassEval_1::calculate_sector_area,0,2,1,20,2,10,1,1,5,2,1,20,2,10,1,1,5,2,1,20,2,10,1,1,5,2,1,20,2,12,1,3,7,2,1,20,2,10,1,1,5
ClassEval_1::calculate_sphere_area,0,2,1,18,1,9,1,2,6,2,1,18,1,9,1,2,6,2,1,18,1,9,1,2,6,2,1,18,1,11,1,4,8,2,1,18,1,9,1,2,6
ClassEval_20::add_user,0,6,2,30,2,19,1,3,8,5,2,28,2,16,1,2,6,6,2,30,2,18,1,2,8,5,2,28,2,16,1,2,6,5,2,28,2,16,1,2,7
ClassEval_20::get_messages,0,4,2,26,2,15,1,4,9,4,2,25,2,15,1,4,9,4,2,26,2,15,1,4,8,2,1,20,2,14,1,5,9,4,2,25,2,15,1,4,9
ClassEval_20::remove_user,0,5,2,26,2,17,1,3,7,5,2,26,2,17,1,3,7,5,2,26,2,17,1,2,7,5,2,26,2,16,1,2,6,5,2,26,2,16,1,2,7
ClassEval_20::send_message,0,8,3,84,4,21,1,4,11,7,3,97,4,21,1,6,13,7,3,73,4,20,1,3,9,8,3,84,4,21,1,4,11,8,3,84,4,22,1,5,12
ClassEval_21::add_course,0,5,3,34,2,11,1,4,7,3,3,31,2,9,1,3,8,4,2,26,2,10,1,2,6,4,2,26,2,10,1,3,7,3,3,31,2,9,1,3,7
ClassEval_21::check_course_conflict,0,9,4,83,2,18,1,10,13,9,4,83,2,18,1,10,13,9,4,83,2,18,1,7,10,9,4,80,2,18,1,10,13,9,4,83,2,18,1,10,13
ClassEval_21::is_free_at,0,8,3,62,2,19,1,7,11,8,3,62,2,19,1,7,9,8,3,62,2,19,1,5,8,8,3,62,2,21,1,9,11,8,3,62,2,19,1,7,9
ClassEval_21::remove_course,0,3,2,23,2,12,1,4,6,3,2,23,2,12,1,4,7,3,2,23,2,10,1,3,6,3,2,23,2,10,1,4,7,3,2,23,2,12,1,5,6
ClassEval_22::get_all_major,0,2,2,25,1,10,1,2,5,2,2,25,1,10,1,2,5,3,2,25,1,11,1,2,5,2,2,25,1,10,1,2,5,2,2,25,1,10,1,2,5
ClassEval_22::get_most_popular_class_in_major,0,13,6,84,2,25,1,10,8,14,6,87,2,26,1,8,8,13,6,84,2,25,1,6,6,13,6,84,2,25,1,8,8,14,6,87,2,26,1,9,8
ClassEval_22::get_students_by_major,0,2,3,28,2,12,1,2,5,2,3,28,2,12,1,2,5,2,3,28,2,12,1,2,5,2,3,28,2,12,1,2,5,2,3,28,2,12,1,2,5
ClassEval_22::register_class,0,5,2,45,3,15,1,4,8,5,2,45,3,15,1,3,8,5,2,45,3,15,1,3,8,5,2,45,3,15,1,3,8,5,2,45,3,15,1,4,8
ClassEval_22::register_student,0,6,3,44,2,9,1,2,8,6,2,29,2,9,1,2,8,6,2,29,2,9,1,1,7,6,2,29,2,9,1,2,8,6,3,38,2,9,1,2,7
ClassEval_23::_select,0,7,3,92,5,20,1,8,13,7,3,92,5,20,1,9,13,7,3,92,5,20,1,6,13,7,3,92,5,20,1,7,13,7,3,92,5,20,1,8,13
ClassEval_23::count,0,8,6,68,2,16,1,4,11,4,3,34,2,12,1,2,7,8,5,64,2,16,1,4,11,8,6,68,2,18,1,6,13,4,3,34,2,12,1,2,7
ClassEval_23::count_all,0,5,3,42,1,12,1,3,6,3,2,35,1,10,1,3,6,3,2,35,1,10,1,2,5,3,2,35,1,10,1,3,6,3,2,35,1,10,1,3,6
ClassEval_23::select,0,4,1,40,2,12,1,4,8,4,1,40,2,12,1,4,8,4,1,40,2,12,1,4,8,4,1,40,2,12,1,4,8,4,1,40,2,12,1,4,8
ClassEval_23::select_all,0,5,2,48,1,12,1,5,11,5,2,48,1,12,1,5,11,5,2,48,1,12,1,4,10,6,2,51,1,13,1,5,12,5,2,48,1,12,1,5,11
ClassEval_24::add,0,4,1,33,2,14,1,2,10,4,1,33,2,14,1,2,10,2,1,27,2,12,1,2,10,2,1,27,2,12,1,2,10,2,1,27,2,12,1,2,10
ClassEval_24::divide,0,5,1,70,2,14,1,1,6,5,1,70,2,14,1,1,6,5,1,70,2,14,1,1,6,5,1,70,2,14,1,1,6,5,1,70,2,14,1,1,6
ClassEval_24::multiply,0,4,1,49,2,13,1,1,6,4,1,49,2,13,1,1,6,4,1,49,2,13,1,1,6,4,1,49,2,13,1,1,6,4,1,49,2,13,1,1,6
ClassEval_24::subtract,0,4,1,33,2,13,1,1,6,4,1,33,2,13,1,1,6,4,1,33,2,13,1,1,6,4,1,33,2,13,1,1,6,4,1,33,2,13,1,1,6
ClassEval_25::_save_cookies,0,7,2,37,1,15,1,3,10,7,2,37,1,15,1,3,9,7,2,37,1,15,1,2,9,7,2,37,1,15,1,3,10,7,2,37,1,15,1,3,10
ClassEval_25::get_cookies,0,3,1,26,2,12,1,4,7,3,1,26,2,12,1,4,7,3,1,26,2,12,1,3,7,3,1,26,2,12,1,4,7,3,1,26,2,12,1,4,7
ClassEval_25::load_cookies,0,7,2,46,1,15,1,4,10,7,2,46,1,15,1,4,10,7,2,46,1,15,1,4,10,7,2,46,1,15,1,4,10,7,2,46,1,15,1,4,10
ClassEval_26::process_csv_data,0,9,3,71,3,25,1,3,10,10,4,84,3,25,1,3,12,9,4,78,3,24,1,2,10,6,3,71,3,26,1,5,11,9,4,79,3,24,1,5,12
ClassEval_26::read_csv,0,9,2,56,2,17,1,5,7,9,3,59,2,17,1,4,8,9,3,63,2,17,1,3,8,9,2,56,2,17,1,4,7,9,2,60,2,17,1,5,7
ClassEval_26::write_csv,0,8,2,49,3,16,1,4,10,8,2,49,3,16,1,4,10,8,2,47,3,16,1,3,8,8,2,49,3,16,1,4,10,8,2,49,3,16,1,4,10
ClassEval_27::add_currency_rate,0,4,2,27,3,13,1,3,8,4,2,27,3,12,1,2,8,4,2,27,3,12,1,1,7,4,2,27,3,12,1,2,8,4,2,27,3,13,1,2,8
ClassEval_27::convert,0,6,3,54,4,16,1,1,8,6,3,54,4,16,1,1,8,6,3,54,4,16,1,1,8,6,3,54,4,16,1,1,8,6,3,54,4,16,1,1,8
ClassEval_27::get_supported_currencies,0,2,1,17,1,9,1,1,5,2,1,17,1,9,1,1,5,2,1,17,1,9,1,1,5,2,1,17,1,9,1,1,5,2,1,17,1,9,1,1,5
ClassEval_27::update_currency_rate,0,4,2,28,3,13,1,2,7,4,2,28,3,13,1,1,7,4,2,28,3,13,1,1,7,4,2,28,3,13,1,1,7,4,2,28,3,13,1,2,7
ClassEval_28::create_table,0,7,1,49,4,15,1,4,7,7,1,49,4,15,1,4,7,7,1,49,4,15,1,3,7,7,1,49,4,15,1,4,7,7,1,49,4,15,1,4,7
ClassEval_28::delete_from_database,0,7,1,52,3,13,1,4,6,7,1,52,3,13,1,3,6,7,1,52,3,13,1,2,6,7,1,52,3,13,1,3,6,7,1,52,3,13,1,4,6
ClassEval_28::insert_into_database,0,8,2,61,3,17,1,4,7,8,2,61,3,17,1,4,8,8,2,61,3,17,1,3,7,8,2,61,3,17,1,4,8,8,2,61,3,17,1,5,8
ClassEval_28::search_database,0,8,2,60,3,17,1,4,7,8,2,60,3,17,1,4,6,8,2,60,3,16,1,2,6,8,2,60,3,17,1,4,7,8,2,60,3,17,1,4,7
ClassEval_29::mean,0,2,1,23,2,10,1,2,4,2,1,23,2,10,1,2,5,2,1,23,2,10,1,1,4,2,1,23,2,12,1,4,7,2,1,23,2,10,1,2,5
ClassEval_29::median,0,8,2,64,2,16,1,2,6,9,2,63,2,17,1,2,6,9,2,63,2,17,1,1,5,9,2,63,2,19,1,4,7,8,2,64,2,16,1,2,7
ClassEval_29::mode,0,5,3,45,2,13,1,2,5,5,3,45,2,13,1,2,5,5,3,45,2,13,1,2,5,5,3,45,2,15,1,4,7,5,3,45,2,13,1,2,5
ClassEval_2::_convert_type,0,7,3,36,3,16,1,3,7,10,5,66,3,19,1,2,8,9,5,77,3,18,1,1,9,7,3,36,3,16,1,3,7,6,2,34,3,15,1,3,6
ClassEval_2::add_argument,0,4,2,35,4,18,1,6,7,4,2,35,4,18,1,4,6,4,2,35,4,18,1,1,6,4,2,35,4,18,1,4,7,4,2,35,4,18,1,5,7
ClassEval_2::get_argument,0,2,1,19,2,11,1,4,6,2,1,19,2,11,1,4,6,2,1,19,2,11,1,2,5,2,1,19,2,11,1,3,5,2,1,19,2,11,1,3,6
ClassEval_2::parse_arguments,0,17,5,129,2,28,1,8,15,16,6,127,2,27,1,8,16,17,5,117,2,28,1,4,12,15,7,122,2,26,1,8,15,21,9,152,2,32,1,8,16
ClassEval_30::get_correlation,0,2,1,20,1,9,1,2,6,2,1,20,1,9,1,2,6,5,2,43,1,12,1,2,7,4,2,35,1,11,1,2,7,4,2,35,1,11,1,2,7
ClassEval_30::get_max,0,2,1,15,1,9,1,2,6,2,1,15,1,9,1,2,6,2,1,15,1,9,1,2,6,2,1,15,1,9,1,2,6,2,1,15,1,9,1,2,6
ClassEval_30::get_min,0,2,1,15,1,9,1,2,6,2,1,15,1,9,1,2,6,2,1,15,1,9,1,2,6,2,1,15,1,9,1,2,6,2,1,15,1,9,1,2,6
ClassEval_30::get_std_deviation,0,2,1,20,1,9,1,3,6,2,1,20,1,9,1,3,6,2,1,20,1,9,1,2,6,2,1,20,1,9,1,2,6,2,1,20,1,9,1,3,7
ClassEval_30::get_sum,0,2,1,15,1,9,1,2,6,2,1,15,1,9,1,2,6,2,1,15,1,9,1,2,6,2,1,15,1,9,1,2,6,2,1,15,1,9,1,2,6
ClassEval_30::get_variance,0,2,1,20,1,9,1,2,6,2,1,20,1,9,1,3,6,2,1,20,1,9,1,2,6,2,1,20,1,9,1,2,6,2,1,20,1,9,1,3,6
ClassEval_31::correlation_coefficient,0,12,7,156,2,21,1,7,11,13,7,159,2,22,1,8,11,12,7,156,2,21,1,7,11,12,7,156,2,21,1,7,11,12,7,156,2,21,1,7,11
ClassEval_31::kurtosis,0,7,4,82,1,14,1,3,7,7,4,102,1,15,1,4,8,7,4,102,1,14,1,3,7,7,4,82,1,14,1,3,7,7,4,130,1,14,1,3,7
ClassEval_31::pdf,0,2,2,55,3,11,1,7,10,6,2,67,3,15,1,7,11,2,2,55,3,11,1,5,9,2,2,55,3,11,1,6,9,6,2,67,3,15,1,7,11
ClassEval_31::skewness,0,10,5,90,1,17,1,3,7,10,5,90,1,17,1,3,7,10,5,90,1,17,1,3,7,10,5,90,1,17,1,3,7,10,5,90,1,17,1,3,7
ClassEval_32::caesar_decipher,0,13,4,99,3,22,1,4,4,13,4,99,3,22,1,3,4,13,4,99,3,22,1,3,4,10,4,95,3,21,1,5,7,13,4,99,3,22,1,3,4
ClassEval_32::rail_fence_decipher,0,37,16,233,3,46,1,2,6,36,16,239,3,45,1,2,5,36,16,239,3,45,1,2,5,36,16,233,3,45,1,3,6,36,16,239,3,45,1,3,5
ClassEval_32::vigenere_decipher,0,15,4,113,2,23,1,3,6,15,4,125,2,23,1,4,6,16,4,128,2,24,1,2,6,16,4,114,2,24,1,1,5,15,4,113,2,23,1,2,6
ClassEval_33::BulkItemPromo,0,2,3,38,1,13,1,5,8,2,3,38,1,13,1,5,8,2,3,38,1,13,1,4,7,6,3,41,1,17,1,4,7,2,3,38,1,13,1,5,8
ClassEval_33::FidelityPromo,0,2,2,27,1,13,1,4,7,2,2,27,1,13,1,4,7,2,2,27,1,13,1,4,6,2,2,27,1,13,1,4,7,2,2,27,1,13,1,4,7
ClassEval_33::LargeOrderPromo,0,2,2,27,1,13,1,4,7,2,2,27,1,13,1,4,7,4,2,28,1,15,1,3,6,5,2,32,1,16,1,4,7,5,2,32,1,16,1,4,7
ClassEval_33::due,0,4,2,31,1,14,1,3,8,4,2,31,1,14,1,3,8,5,2,28,1,15,1,3,8,3,2,28,1,13,1,3,8,4,2,31,1,14,1,3,8
ClassEval_33::total,0,2,2,27,1,12,1,2,6,2,2,27,1,12,1,2,6,2,2,27,1,12,1,2,6,2,2,27,1,12,1,2,6,2,2,27,1,12,1,2,6
ClassEval_34::_get_alignment_value,0,9,4,42,2,14,1,7,9,7,3,32,2,12,1,6,8,9,4,42,2,14,1,5,8,7,3,32,2,12,1,5,8,9,4,41,2,14,1,7,9
ClassEval_34::add_heading,0,8,2,46,3,14,1,5,8,8,2,46,3,14,1,5,8,8,2,46,3,14,1,3,8,8,2,46,3,14,1,5,8,8,2,46,3,14,1,5,8
ClassEval_34::add_table,0,11,4,90,2,16,1,4,8,11,4,90,2,16,1,4,8,11,4,90,2,16,1,3,8,11,4,90,2,16,1,4,8,11,4,90,2,16,1,4,8
ClassEval_34::read_text,0,9,3,52,1,13,1,3,8,9,3,46,1,13,1,3,7,9,3,52,1,13,1,2,8,9,3,52,1,13,1,3,8,9,3,52,1,13,1,3,8
ClassEval_34::write_text,0,11,2,76,4,18,1,7,12,11,2,76,4,18,1,7,11,11,2,76,4,18,1,4,10,11,2,76,4,18,1,5,11,11,2,76,4,18,1,7,11
ClassEval_35::find_blank,0,5,4,41,2,13,1,3,5,5,4,41,2,13,1,2,5,5,4,41,2,13,1,1,5,5,4,41,2,13,1,3,5,5,4,41,2,13,1,4,5
ClassEval_35::get_possible_moves,0,12,5,68,2,19,1,5,7,12,5,68,2,19,1,4,7,12,5,68,2,19,1,2,5,12,5,68,2,22,1,6,8,12,5,68,2,19,1,5,7
ClassEval_35::move,0,12,6,202,3,20,1,9,7,12,6,202,3,20,1,9,5,12,6,202,3,20,1,5,5,12,6,202,3,20,1,7,6,12,6,202,3,20,1,9,6
ClassEval_35::solve,0,16,5,135,1,23,1,2,11,16,5,135,1,27,1,6,14,17,5,138,1,28,1,1,10,17,5,130,1,36,1,12,17,16,5,135,1,27,1,6,14
ClassEval_36::clear_inbox,0,3,3,33,2,13,1,2,9,6,3,32,2,16,1,2,8,3,3,33,2,13,1,2,9,3,3,33,2,13,1,2,9,3,3,33,2,13,1,2,9
ClassEval_36::fetch,0,6,3,31,1,16,1,5,8,6,3,31,1,16,1,5,8,6,3,31,1,15,1,3,7,6,3,31,1,16,1,5,9,6,3,31,1,16,1,6,9
ClassEval_36::get_occupied_size,0,2,2,22,1,11,1,3,6,2,2,22,1,11,1,2,6,2,2,22,1,11,1,2,6,2,2,22,1,12,1,3,7,2,2,22,1,11,1,2,6
ClassEval_36::is_full_with_one_more_email,0,2,1,20,2,11,1,2,6,2,1,20,2,12,1,3,7,2,1,20,2,12,1,2,7,2,1,20,2,11,1,2,7,2,1,20,2,11,1,2,6
ClassEval_36::send_to,0,6,2,72,4,19,1,5,9,6,2,72,4,19,1,5,9,6,2,72,4,19,1,4,8,6,2,72,4,20,1,6,10,6,2,72,4,19,1,6,9
ClassEval_37::caesar_cipher,0,13,4,99,3,22,1,4,5,13,4,99,3,22,1,4,4,13,4,99,3,22,1,3,4,13,4,99,3,22,1,4,4,10,4,71,3,19,1,3,4
ClassEval_37::rail_fence_cipher,0,21,10,145,3,29,1,1,4,21,10,145,3,29,1,1,4,21,10,145,3,30,1,1,4,23,11,122,3,32,1,2,7,23,11,122,3,31,1,1,6
ClassEval_37::vigenere_cipher,0,15,4,130,2,23,1,3,6,16,4,105,2,24,1,2,6,9,4,113,2,18,1,2,8,17,4,125,2,25,1,2,5,9,4,113,2,17,1,1,7
ClassEval_38::process_excel_data,0,11,6,128,3,19,1,4,9,11,6,128,3,19,1,4,9,11,4,113,3,19,1,2,8,12,4,115,3,20,1,3,9,12,4,105,3,20,1,3,8
ClassEval_38::read_excel,0,11,3,56,2,16,1,3,6,11,3,56,2,16,1,3,6,11,3,56,2,16,1,3,6,11,3,56,2,16,1,3,6,11,3,56,2,16,1,3,6
ClassEval_38::write_excel,0,11,3,52,3,26,1,4,7,11,3,52,3,26,1,4,6,11,3,52,3,26,1,3,6,11,3,52,3,26,1,4,6,11,3,52,3,26,1,5,6
ClassEval_39::_calculate,0,11,6,85,3,22,1,13,17,13,6,67,3,24,1,5,9,15,6,75,3,27,1,6,10,15,6,74,3,27,1,6,10,13,6,67,3,23,1,4,8
ClassEval_39::calculate,0,14,3,99,2,23,1,3,12,14,3,99,2,23,1,3,12,14,3,99,2,23,1,3,12,14,3,99,2,24,1,4,13,14,3,99,2,23,1,3,12
ClassEval_39::compare,0,5,2,83,5,20,1,7,10,5,2,81,4,20,1,6,10,5,2,83,5,20,1,5,9,5,2,83,5,20,1,6,9,2,1,34,3,12,1,5,11
ClassEval_39::is_operator,0,2,1,24,1,10,1,3,5,2,1,24,1,10,1,3,5,2,1,24,1,11,1,2,6,2,1,24,1,10,1,3,5,2,1,24,1,10,1,3,5
ClassEval_39::prepare,0,19,13,146,2,27,1,4,9,25,16,218,2,33,1,5,14,25,16,218,2,33,1,5,14,26,16,206,2,34,1,6,12,26,16,205,2,34,1,5,11
ClassEval_39::transform,0,2,1,18,1,10,1,3,5,2,1,17,1,10,1,2,5,2,1,18,1,11,1,3,6,2,1,17,1,10,1,4,5,2,1,18,1,11,1,5,6
ClassEval_3::count,0,4,3,34,2,14,1,7,10,5,3,36,2,15,1,7,12,5,3,36,2,14,1,5,11,4,3,34,2,14,1,8,10,5,3,36,2,15,1,7,12
