ID,prompt,generated_code,comments,identifiers,literals
62e60879d76274f8a4026bec,"def begin(self, mode=None, bookmarks=None, metadata=None, timeout=None,
              db=None, imp_user=None, dehydration_hooks=None,
              hydration_hooks=None, **handlers):
""""""
Aggiunge un messaggio BEGIN alla coda di output.

:param mode: modalità di accesso per il routing - ""READ"" o ""WRITE"" (predefinito)
:param bookmarks: iterabile di valori di segnalibro dopo i quali questa transazione dovrebbe iniziare
:param metadata: dizionario di metadati personalizzati da allegare alla transazione
:param timeout: timeout per l'esecuzione della transazione (in secondi)
:param db: nome del database su cui avviare la transazione
    Richiede Bolt 4.0+.
:param imp_user: l'utente da impersonare
    Richiede Bolt 4.4+.
:param dehydration_hooks:
    Hook per disidratare i tipi (dizionario da tipo (classe) a funzione di disidratazione).
    Le funzioni di disidratazione ricevono il valore e restituiscono un oggetto di tipo
    compreso da packstream.
:param hydration_hooks:
    Hook per idratare i tipi (mappatura da tipo (classe) a funzione di idratazione).
    Le funzioni di idratazione ricevono il valore di tipo compreso da packstream
    e possono restituire qualsiasi cosa.
:param handlers: funzioni gestore passate all'oggetto Response restituito
:return: oggetto Response
""""""","def begin(self, mode=None, bookmarks=None, metadata=None, timeout=None,
          db=None, imp_user=None, dehydration_hooks=None,
          hydration_hooks=None, **handlers):
    """"""
    Aggiunge un messaggio BEGIN alla coda di output.

    :param mode: modalità di accesso per il routing - ""READ"" o ""WRITE"" (predefinito)
    :param bookmarks: iterabile di valori di segnalibro dopo i quali questa transazione dovrebbe iniziare 
    :param metadata: dizionario di metadati personalizzati da allegare alla transazione
    :param timeout: timeout per l'esecuzione della transazione (in secondi)
    :param db: nome del database su cui avviare la transazione
        Richiede Bolt 4.0+.
    :param imp_user: l'utente da impersonare
        Richiede Bolt 4.4+.
    :param dehydration_hooks:
        Hook per disidratare i tipi (dizionario da tipo (classe) a funzione di disidratazione).
        Le funzioni di disidratazione ricevono il valore e restituiscono un oggetto di tipo
        compreso da packstream.
    :param hydration_hooks:
        Hook per idratare i tipi (mappatura da tipo (classe) a funzione di idratazione).
        Le funzioni di idratazione ricevono il valore di tipo compreso da packstream
        e possono restituire qualsiasi cosa.
    :param handlers: funzioni gestore passate all'oggetto Response restituito
    :return: oggetto Response
    """"""
    # Inizializza il dizionario dei parametri extra
    parametri_extra = {}
    
    # Imposta la modalità di accesso
    if mode is not None:
        parametri_extra[""mode""] = mode
        
    # Gestisce i segnalibri
    if bookmarks is not None:
        parametri_extra[""bookmarks""] = list(bookmarks)
        
    # Aggiunge i metadati se presenti
    if metadata is not None:
        parametri_extra[""metadata""] = metadata
        
    # Imposta il timeout se specificato
    if timeout is not None:
        parametri_extra[""timeout""] = timeout
        
    # Aggiunge il database se specificato
    if db is not None:
        parametri_extra[""db""] = db
        
    # Aggiunge l'utente da impersonare se specificato
    if imp_user is not None:
        parametri_extra[""imp_user""] = imp_user
        
    # Configura gli hook di disidratazione
    if dehydration_hooks is not None:
        self._dehydration_hooks = dehydration_hooks
        
    # Configura gli hook di idratazione
    if hydration_hooks is not None:
        self._hydration_hooks = hydration_hooks
        
    # Crea e restituisce la risposta con il messaggio BEGIN
    risposta = self._response_handler(handlers)
    self._append((""BEGIN"", parametri_extra))
    return risposta",i,b,n
62e60723d76274f8a4026b75,"def round_half_to_even(n):
""""""

Esempi di utilizzo della funzione:

>>> round_half_to_even(3)
    3
>>> round_half_to_even(3.2)
    3
>>> round_half_to_even(3.5)
    4
>>> round_half_to_even(3.7)
    4
>>> round_half_to_even(4)
    4
>>> round_half_to_even(4.2)
    4
>>> round_half_to_even(4.5)
    4
>>> round_half_to_even(4.7)
    5
""""""","def round_half_to_even(n):
    """"""
    Arrotonda un numero secondo la regola dell'arrotondamento al pari più vicino.
    Se la parte decimale è 0.5, arrotonda al numero pari più vicino.
    Altrimenti arrotonda al numero intero più vicino.
    """"""
    # Ottieni la parte intera e decimale
    parte_intera = int(n)
    parte_decimale = n - parte_intera
    
    # Se la parte decimale è esattamente 0.5
    if parte_decimale == 0.5:
        # Se la parte intera è pari, arrotonda verso il basso
        if parte_intera % 2 == 0:
            return parte_intera
        # Se la parte intera è dispari, arrotonda verso l'alto    
        else:
            return parte_intera + 1
    
    # Altrimenti usa l'arrotondamento normale
    return round(n)",i,i,n
62e4fc3c85ea98643089041e,"def _inline_r_setup(code: str) -> str:
""""""
Alcuni comportamenti di R non possono essere configurati tramite variabili di ambiente, ma possono essere configurati solo tramite opzioni di R una volta che R è stato avviato. Questi vengono impostati qui.
""""""","def _inline_r_setup(code: str) -> str:
    # Configura le opzioni di R che non possono essere impostate tramite variabili di ambiente
    
    # Disabilita il salvataggio dell'ambiente di lavoro
    configurazione_base = """"""
    options(save.defaults=list(ascii=TRUE, safe=FALSE))
    options(save.image.defaults=list(ascii=TRUE, safe=FALSE))
    """"""
    
    # Disabilita i messaggi di avviso per il salvataggio dell'ambiente
    configurazione_avvisi = """"""
    options(warn=1)
    options(warnPartialMatchDollar=TRUE)
    options(warnPartialMatchArgs=TRUE)
    """"""
    
    # Imposta la larghezza dell'output
    configurazione_output = """"""
    options(width=80)
    options(digits=7)
    """"""
    
    # Combina tutte le configurazioni
    configurazione_completa = configurazione_base + configurazione_avvisi + configurazione_output
    
    # Aggiungi la configurazione al codice R fornito
    codice_configurato = configurazione_completa + ""\n"" + code
    
    return codice_configurato",i,i,n
62e4fbda85ea986430890405,"def xargs(
        cmd: tuple[str, ...],
        varargs: Sequence[str],
        *,
        color: bool = False,
        target_concurrency: int = 1,
        _max_length: int = _get_platform_max_length(),
        **kwargs: Any,
) -> tuple[int, bytes]:
""""""

Un'implementazione semplificata di xargs.

- **color**: Crea un pty se si è su una piattaforma che lo supporta.
- **target_concurrency**: Numero target di partizioni da eseguire in parallelo.
""""""","def xargs(
        cmd: tuple[str, ...],
        varargs: Sequence[str],
        *,
        color: bool = False,
        target_concurrency: int = 1,
        _max_length: int = _get_platform_max_length(),
        **kwargs: Any,
) -> tuple[int, bytes]:
    """"""
    Un'implementazione semplificata di xargs.
    
    - **color**: Crea un pty se si è su una piattaforma che lo supporta.
    - **target_concurrency**: Numero target di partizioni da eseguire in parallelo.
    """"""
    # Controlla se ci sono argomenti
    if not varargs:
        return 0, b''
        
    # Calcola la lunghezza massima del comando
    lunghezza_base = sum(len(arg) + 1 for arg in cmd)
    spazio_rimanente = _max_length - lunghezza_base
    
    # Divide gli argomenti in partizioni
    partizioni = []
    partizione_corrente = []
    lunghezza_corrente = 0
    
    for arg in varargs:
        # +1 per lo spazio tra argomenti
        lunghezza_arg = len(arg) + 1
        
        if lunghezza_corrente + lunghezza_arg > spazio_rimanente:
            partizioni.append(partizione_corrente)
            partizione_corrente = [arg]
            lunghezza_corrente = lunghezza_arg
        else:
            partizione_corrente.append(arg)
            lunghezza_corrente += lunghezza_arg
            
    if partizione_corrente:
        partizioni.append(partizione_corrente)
        
    # Esegue i comandi in parallelo
    risultati = []
    with ThreadPoolExecutor(max_workers=target_concurrency) as executor:
        futures = []
        for partizione in partizioni:
            comando_completo = list(cmd) + partizione
            future = executor.submit(
                subprocess.run,
                comando_completo,
                capture_output=True,
                text=False,
                **kwargs
            )
            futures.append(future)
            
        for future in futures:
            try:
                risultato = future.result()
                risultati.append(risultato)
            except Exception as e:
                return 1, str(e).encode()
                
    # Combina i risultati
    codice_uscita = max(r.returncode for r in risultati)
    output_combinato = b''.join(r.stdout for r in risultati)
    
    return codice_uscita, output_combinato",i,b,n
62e4fb6585ea98643089032b,"def parse_version(s: str) -> tuple[int, ...]:


""""""versione semplificata per il confronto delle versioni""""""","def parse_version(s: str) -> tuple[int, ...]:
    """"""versione semplificata per il confronto delle versioni""""""
    # dividi la stringa sui punti e converti ogni elemento in intero
    numeri_versione = []
    
    # rimuovi eventuali spazi bianchi
    s = s.strip()
    
    # gestisci stringa vuota
    if not s:
        return tuple()
        
    # dividi sui punti e converti in numeri
    parti = s.split('.')
    
    for parte in parti:
        try:
            # converti ogni parte in intero
            numero = int(parte)
            numeri_versione.append(numero)
        except ValueError:
            # ignora parti non numeriche
            continue
            
    return tuple(numeri_versione)",i,i,n
62e4fb4d85ea9864308902e7,"def normalize_cmd(cmd: tuple[str, ...]) -> tuple[str, ...]:
""""""

Correzioni per i seguenti problemi su Windows:  
- https://bugs.python.org/issue8557  
- Windows non interpreta correttamente gli shebang  

Questa funzione consente inoltre il corretto funzionamento degli shebang con percorsi profondi.
""""""","def normalize_cmd(cmd: tuple[str, ...]) -> tuple[str, ...]:
    # Se non ci sono comandi, restituisci una tupla vuota
    if not cmd:
        return ()
    
    # Ottieni il primo comando
    primo_comando = cmd[0]
    
    # Se il comando non inizia con shebang, restituisci il comando originale
    if not primo_comando.startswith('#!'):
        return cmd
        
    # Rimuovi lo shebang e gli spazi
    primo_comando = primo_comando[2:].strip()
    
    # Dividi il comando in parti usando lo spazio come separatore
    parti_comando = primo_comando.split()
    
    # Se non ci sono parti valide dopo lo shebang, restituisci il comando originale
    if not parti_comando:
        return cmd
        
    # Costruisci il nuovo comando:
    # - parti_comando contiene l'interprete e i suoi argomenti
    # - cmd[1:] contiene gli argomenti originali dopo lo shebang
    nuovo_comando = tuple(parti_comando) + cmd[1:]
    
    return nuovo_comando",i,b,n
62b8d27a48ba5a41d1c3f4c6,"def cached(cache, key=hashkey, lock=None):
""""""

Decorator per racchiudere una funzione con un callable di memoizzazione che salva  
i risultati in una cache.
""""""","def cached(cache, key=hashkey, lock=None):
    """"""
    Decorator per racchiudere una funzione con un callable di memoizzazione che salva
    i risultati in una cache.
    """"""
    def decoratore(funzione):
        # Se non è fornito un lock, creiamo un RLock di default
        blocco = lock or threading.RLock()
        
        def wrapper(*args, **kwargs):
            # Genera la chiave della cache usando la funzione key
            chiave_cache = key(*args, **kwargs)
            
            try:
                # Prova a ottenere il valore dalla cache
                with blocco:
                    return cache[chiave_cache]
            except KeyError:
                # Se non presente in cache, calcola il valore
                with blocco:
                    risultato = funzione(*args, **kwargs)
                    cache[chiave_cache] = risultato
                    return risultato
                    
        # Copia i metadati della funzione originale
        wrapper.__doc__ = funzione.__doc__
        wrapper.__name__ = funzione.__name__
        
        return wrapper
    return decoratore",i,b,n
62b8d24048ba5a41d1c3f49f,"def ttl_cache(maxsize=128, ttl=600, timer=time.monotonic, typed=False):
""""""

Decorator per racchiudere una funzione con un oggetto callable di memorizzazione (memoization) che salva fino a `maxsize` risultati basandosi su un algoritmo Least Recently Used (LRU) con un valore di time-to-live (TTL) per ogni elemento.
""""""","def ttl_cache(maxsize=128, ttl=600, timer=time.monotonic, typed=False):
    """"""
    Decorator per racchiudere una funzione con un oggetto callable di memorizzazione (memoization) che salva fino a `maxsize` risultati basandosi su un algoritmo Least Recently Used (LRU) con un valore di time-to-live (TTL) per ogni elemento.
    """"""
    # Crea un dizionario per memorizzare i risultati con timestamp
    def decoratore(funzione):
        # Usa OrderedDict per implementare LRU
        cache = collections.OrderedDict()
        
        @functools.wraps(funzione)
        def wrapper(*args, **kwargs):
            # Crea una chiave per la cache
            if typed:
                chiave = (args, tuple(sorted(kwargs.items())), tuple(type(arg) for arg in args))
            else:
                chiave = (args, tuple(sorted(kwargs.items())))
                
            tempo_corrente = timer()
            
            # Controlla se il risultato è nella cache e non è scaduto
            if chiave in cache:
                risultato, timestamp = cache[chiave]
                if tempo_corrente - timestamp <= ttl:
                    # Sposta l'elemento in fondo (più recentemente usato)
                    cache.move_to_end(chiave)
                    return risultato
                else:
                    # Rimuovi l'elemento scaduto
                    del cache[chiave]
            
            # Calcola il nuovo risultato
            risultato = funzione(*args, **kwargs)
            
            # Aggiungi il nuovo risultato alla cache
            cache[chiave] = (risultato, tempo_corrente)
            
            # Rimuovi gli elementi più vecchi se la cache supera maxsize
            while len(cache) > maxsize:
                cache.popitem(last=False)
                
            return risultato
            
        return wrapper
    
    return decoratore",i,b,n
62b8d23b48ba5a41d1c3f49a,"def mru_cache(maxsize=128, typed=False):
    """"""
    Decorator per racchiudere una funzione con un oggetto richiamabile che memorizza
    fino a `maxsize` risultati basandosi su un algoritmo di tipo Most Recently Used (MRU).
    """"""","def mru_cache(maxsize=128, typed=False):
    """"""
    Decorator per racchiudere una funzione con un oggetto richiamabile che memorizza
    fino a `maxsize` risultati basandosi su un algoritmo di tipo Most Recently Used (MRU).
    """"""
    # Dizionario per memorizzare i risultati della cache
    cache = {}
    # Lista per tenere traccia dell'ordine di utilizzo
    ordine_utilizzo = []
    
    def decoratore(funzione):
        def wrapper(*args, **kwargs):
            # Crea la chiave della cache
            if typed:
                # Include i tipi degli argomenti nella chiave se typed=True
                chiave = (args, tuple(kwargs.items()), 
                         tuple(type(arg) for arg in args),
                         tuple(type(v) for v in kwargs.values()))
            else:
                # Usa solo i valori degli argomenti come chiave
                chiave = (args, tuple(kwargs.items()))
            
            # Controlla se il risultato è già in cache
            if chiave in cache:
                # Aggiorna l'ordine di utilizzo
                ordine_utilizzo.remove(chiave)
                ordine_utilizzo.append(chiave)
                return cache[chiave]
            
            # Calcola il nuovo risultato
            risultato = funzione(*args, **kwargs)
            
            # Gestisce il limite della cache
            if len(cache) >= maxsize:
                # Rimuove l'elemento più recentemente usato
                chiave_da_rimuovere = ordine_utilizzo.pop()
                del cache[chiave_da_rimuovere]
            
            # Aggiunge il nuovo risultato alla cache
            cache[chiave] = risultato
            ordine_utilizzo.append(chiave)
            
            return risultato
            
        return wrapper
    
    return decoratore",i,b,n
62b8d23948ba5a41d1c3f498,"def lru_cache(maxsize=128, typed=False):
    """"""
    Decorator per racchiudere una funzione con un oggetto callable che memorizza
    fino a `maxsize` risultati basandosi su un algoritmo Least Recently Used (LRU).
    """"""","def lru_cache(maxsize=128, typed=False):
    """"""
    Decorator per racchiudere una funzione con un oggetto callable che memorizza
    fino a `maxsize` risultati basandosi su un algoritmo Least Recently Used (LRU).
    """"""
    # Dizionario per memorizzare i risultati della cache
    cache = {}
    # Lista per tenere traccia dell'ordine di utilizzo
    ordine_utilizzo = []

    def decoratore(funzione):
        def wrapper(*args, **kwargs):
            # Crea una chiave unica per gli argomenti
            if typed:
                # Include i tipi degli argomenti nella chiave se typed=True
                chiave = (tuple(args), tuple(kwargs.items()), 
                         tuple(type(arg) for arg in args),
                         tuple(type(val) for val in kwargs.values()))
            else:
                chiave = (tuple(args), tuple(kwargs.items()))

            # Controlla se il risultato è già in cache
            if chiave in cache:
                # Aggiorna l'ordine di utilizzo
                ordine_utilizzo.remove(chiave)
                ordine_utilizzo.append(chiave)
                return cache[chiave]

            # Calcola il nuovo risultato
            risultato = funzione(*args, **kwargs)

            # Gestisce la dimensione massima della cache
            if len(cache) >= maxsize:
                # Rimuove l'elemento meno recentemente utilizzato
                chiave_vecchia = ordine_utilizzo.pop(0)
                del cache[chiave_vecchia]

            # Memorizza il nuovo risultato
            cache[chiave] = risultato
            ordine_utilizzo.append(chiave)

            return risultato

        # Aggiungi attributi utili al wrapper
        wrapper.cache_info = lambda: {
            'hits': len(ordine_utilizzo),
            'maxsize': maxsize,
            'currsize': len(cache)
        }
        wrapper.cache_clear = lambda: cache.clear() and ordine_utilizzo.clear()

        return wrapper

    return decoratore",i,b,n
62b8d23748ba5a41d1c3f496,"def lfu_cache(maxsize=128, typed=False):
    """"""
    Decorator per racchiudere una funzione con un oggetto callable di memoizzazione
    che salva fino a `maxsize` risultati basandosi su un algoritmo Least Frequently Used (LFU).
    """"""","def lfu_cache(maxsize=128, typed=False):
    """"""
    Decorator per racchiudere una funzione con un oggetto callable di memoizzazione
    che salva fino a `maxsize` risultati basandosi su un algoritmo Least Frequently Used (LFU).
    """"""
    # Dizionario per memorizzare i risultati della cache
    cache = {}
    # Dizionario per tenere traccia della frequenza di utilizzo
    frequenze = {}
    # Contatore per l'ordine di inserimento
    contatore = 0

    def decoratore(funzione):
        def wrapper(*args, **kwargs):
            nonlocal contatore
            
            # Crea la chiave della cache
            if typed:
                # Include i tipi degli argomenti nella chiave se typed=True
                chiave = (args, tuple(kwargs.items()), 
                         tuple(type(arg) for arg in args),
                         tuple(type(val) for val in kwargs.values()))
            else:
                chiave = (args, tuple(kwargs.items()))

            # Controlla se il risultato è già in cache
            if chiave in cache:
                # Incrementa la frequenza
                frequenze[chiave] += 1
                return cache[chiave]

            # Calcola il nuovo risultato
            risultato = funzione(*args, **kwargs)

            # Se la cache è piena, rimuovi l'elemento meno frequentemente usato
            if len(cache) >= maxsize:
                # Trova l'elemento con la frequenza più bassa
                min_freq = min(frequenze.values())
                # Tra gli elementi con frequenza minima, rimuovi il più vecchio
                elementi_min_freq = [k for k, v in frequenze.items() if v == min_freq]
                chiave_da_rimuovere = min(elementi_min_freq)
                
                del cache[chiave_da_rimuovere]
                del frequenze[chiave_da_rimuovere]

            # Memorizza il nuovo risultato
            cache[chiave] = risultato
            frequenze[chiave] = 1
            contatore += 1

            return risultato

        # Aggiungi metodi per accedere alle statistiche della cache
        wrapper.cache_info = lambda: {
            'hits': sum(frequenze.values()) - len(frequenze),
            'misses': len(frequenze),
            'maxsize': maxsize,
            'currsize': len(cache)
        }
        wrapper.cache_clear = lambda: cache.clear() or frequenze.clear()

        return wrapper

    return decoratore",i,b,n
62b8d22f48ba5a41d1c3f488,"
def popitem(self):
""""""

Rimuove e restituisce la coppia `(chiave, valore)` inserita per prima.
""""""","def popitem(self):
    """"""
    Rimuove e restituisce la coppia `(chiave, valore)` inserita per prima.
    """"""
    # Controlla se il dizionario è vuoto
    if not self:
        raise KeyError(""Il dizionario è vuoto"")
        
    # Ottiene il primo elemento inserito
    prima_chiave = next(iter(self))
    primo_valore = self[prima_chiave]
    
    # Rimuove l'elemento dal dizionario
    del self[prima_chiave]
    
    # Restituisce la coppia chiave-valore
    return (prima_chiave, primo_valore)",i,i,i
62b8d22a48ba5a41d1c3f47e,"
def setdefault(self, key, default=None):
""""""

`D.setdefault(k[,d]) -> D.get(k,d)`, imposta anche `D[k]=d` se `k` non è presente in `D`.
""""""","def setdefault(self, key, default=None):
    """"""
    `D.setdefault(k[,d]) -> D.get(k,d)`, imposta anche `D[k]=d` se `k` non è presente in `D`.
    """"""
    # Controlla se la chiave esiste già nel dizionario
    if key in self:
        # Se esiste, restituisce il valore esistente
        return self[key]
    else:
        # Se non esiste, imposta il valore predefinito e lo restituisce
        self[key] = default
        return default",i,e,n
