id,prompt,generated_code,comments,identifiers,literals,notes
62b87b839a0c4fa8b80b35cb,"
def _ottieni_indici_errore(self, nome_coordinata):
    """"""
    Ottieni gli indici di errore corrispondenti a una coordinata.
    """"""
","def _ottieni_indici_errore(self, nome_coordinata):
    """"""
    Ottieni gli indici di errore corrispondenti a una coordinata.
    """"""
    indici_errore = []
    for indice, coordinata in enumerate(self.coordinate):
        if coordinata == nome_coordinata:
            indici_errore.append(indice)
    return indici_errore",n,i,n,
62b87b7e9a0c4fa8b80b35bc,"def _aggiorna_contesto(self, contesto):
""""""

Aggiorna il *contesto* con le proprietà di questo grafo.

*context.error* viene aggiornato aggiungendo gli indici degli errori.
Esempio di subcontext per un grafo con i campi ""E,t,error_E_low"":
`{""error"": {""x_low"": {""index"": 2}}}`.
Nota che i nomi degli errori sono chiamati ""x"", ""y"" e ""z""
(questo corrisponde alle prime tre coordinate, se presenti),
il che consente di semplificare la rappresentazione grafica.
I valori esistenti non vengono rimossi
da *context.value* e dai suoi subcontesti.

Viene chiamato durante la ""distruzione"" del grafo (ad esempio,
nella classe :class:`.ToCSV`). Per ""distruzione"" si intende la conversione
in un'altra struttura (come il testo) nel flusso di lavoro.
L'oggetto grafo non viene realmente distrutto in questo processo.""""""","def _aggiorna_contesto(self, contesto):
    """"""
    Aggiorna il *contesto* con le proprietà di questo grafo.

    *context.error* viene aggiornato aggiungendo gli indici degli errori.
    Esempio di subcontext per un grafo con i campi ""E,t,error_E_low"":
    `{""error"": {""x_low"": {""index"": 2}}}`.
    Nota che i nomi degli errori sono chiamati ""x"", ""y"" e ""z""
    (questo corrisponde alle prime tre coordinate, se presenti),
    il che consente di semplificare la rappresentazione grafica.
    I valori esistenti non vengono rimossi
    da *context.value* e dai suoi subcontesti.

    Viene chiamato durante la ""distruzione"" del grafo (ad esempio,
    nella classe :class:`.ToCSV`). Per ""distruzione"" si intende la conversione
    in un'altra struttura (come il testo) nel flusso di lavoro.
    L'oggetto grafo non viene realmente distrutto in questo processo.
    """"""
    if not hasattr(contesto, 'error'):
        contesto.error = {}

    # Ottieni gli indici degli errori dal grafo
    indici_errori = self._ottieni_indici_errori()

    # Aggiorna il contesto con gli indici degli errori
    for nome_errore, indice in indici_errori.items():
        if nome_errore not in contesto.error:
            contesto.error[nome_errore] = {}
        contesto.error[nome_errore]['index'] = indice

    # Mantieni i valori esistenti nel contesto
    if hasattr(contesto, 'value'):
        for chiave, valore in contesto.value.items():
            if chiave not in contesto.error:
                contesto.error[chiave] = valore

    return contesto

def _ottieni_indici_errori(self):
    """"""
    Ottieni gli indici degli errori dal grafo.
    """"""
    # Simulazione di un metodo che restituisce gli indici degli errori
    # In un'implementazione reale, questo metodo dovrebbe essere definito
    # per estrarre gli indici degli errori dal grafo.
    return {'x_low': 2, 'y_low': 3, 'z_low': 4}",i,b,n,
62b87b4f9a0c4fa8b80b3580,"def integrale(gruppi, limiti):
""""""

Calcola l'integrale (scala per un istogramma).

*i gruppi* contengono i valori, mentre *i limiti* formano la griglia  
per l'integrazione.  
Il loro formato è definito nella descrizione della classe :class:`.histogram`.
""""""","def integrale(gruppi, limiti):
    """"""
    Calcola l'integrale (scala per un istogramma).

    *i gruppi* contengono i valori, mentre *i limiti* formano la griglia  
    per l'integrazione.  
    Il loro formato è definito nella descrizione della classe :class:`.histogram`.
    """"""
    integrale_totale = 0.0
    for indice, valore in enumerate(gruppi):
        larghezza = limiti[indice + 1] - limiti[indice]
        integrale_totale += valore * larghezza
    return integrale_totale",n,i,n,
62b87af19a0c4fa8b80b34f7,"def differenza(d1, d2, livello=-1):
""""""

Restituisce un dizionario con gli elementi di *d1* che non sono contenuti in *d2*.

Il parametro *livello* definisce la profondità massima della ricorsione. Per una ricorsione infinita, impostare *livello* a -1. Per livello 1, se una chiave è presente sia in *d1* che in *d2* ma ha valori diversi, viene inclusa nella differenza. Consulta la funzione :func:`intersection` per ulteriori dettagli.

*d1* e *d2* rimangono invariati. Tuttavia, *d1* o alcuni dei suoi sottodizionari potrebbero essere restituiti direttamente. Effettua una copia profonda (deep copy) del risultato quando appropriato.

.. versione aggiunta:: 0.5
   Aggiunto il parametro *livello*.
""""""","import copy

def differenza(d1, d2, livello=-1):
    """"""
    Restituisce un dizionario con gli elementi di *d1* che non sono contenuti in *d2*.

    Il parametro *livello* definisce la profondità massima della ricorsione. Per una ricorsione infinita, impostare *livello* a -1. Per livello 1, se una chiave è presente sia in *d1* che in *d2* ma ha valori diversi, viene inclusa nella differenza. Consulta la funzione :func:`intersection` per ulteriori dettagli.

    *d1* e *d2* rimangono invariati. Tuttavia, *d1* o alcuni dei suoi sottodizionari potrebbero essere restituiti direttamente. Effettua una copia profonda (deep copy) del risultato quando appropriato.

    .. versione aggiunta:: 0.5
       Aggiunto il parametro *livello*.
    """"""
    risultato = {}
    
    for chiave, valore in d1.items():
        if chiave not in d2:
            risultato[chiave] = copy.deepcopy(valore)
        elif livello != 0 and isinstance(valore, dict) and isinstance(d2[chiave], dict):
            differenza_interna = differenza(valore, d2[chiave], livello - 1 if livello != -1 else -1)
            if differenza_interna:
                risultato[chiave] = differenza_interna
        elif valore != d2[chiave]:
            risultato[chiave] = copy.deepcopy(valore)
    
    return risultato",n,i,n,
62b86aa3b4d922cb0e688d36,"def _valida_etichette(etichette):
""""""

Verifica che le chiavi e i valori nelle etichette fornite corrispondano alle rispettive espressioni regolari.

### Argomenti:
- **etichette (dict)**: il dizionario contenente le diverse etichette da validare.

### Eccezioni:
- **ValidationError**: viene sollevata se una qualsiasi delle chiavi o dei valori delle etichette non corrisponde alla rispettiva espressione regolare. L'errore contiene come messaggio la lista di tutti gli errori che si sono verificati nelle etichette. Ogni elemento della lista è un dizionario con una coppia chiave-valore:
  - **key**: la chiave dell'etichetta o il valore dell'etichetta per cui si è verificato un errore, come stringa.
  - **value**: il messaggio di errore.

#### Esempio di codice:
```python
# Esempio:
labels = {
    ""key1"": ""valid"",
    ""key2"": [""invalid""],
    ""$$"": ""invalid"",
    True: True,
}
try:
    _validate_labels(etichette)
except ValidationError as err:
    assert err.messages == [
        {""['invalid']"": 'expected string or bytes-like object'},
        {'$$': ""Label key '$$' does not match the regex [...]""},
        {'True': 'expected string or bytes-like object'},
        {'True': 'expected string or bytes-like object'},
    ]
""""""","import re

class ValidationError(Exception):
    def __init__(self, messaggi):
        self.messaggi = messaggi
        super().__init__(str(messaggi))

def _valida_etichette(etichette):
    """"""
    Verifica che le chiavi e i valori nelle etichette fornite corrispondano alle rispettive espressioni regolari.

    ### Argomenti:
    - **etichette (dict)**: il dizionario contenente le diverse etichette da validare.

    ### Eccezioni:
    - **ValidationError**: viene sollevata se una qualsiasi delle chiavi o dei valori delle etichette non corrisponde alla rispettiva espressione regolare.
    """"""
    regex_chiave = re.compile(r'^[a-zA-Z_][a-zA-Z0-9_]*$')
    regex_valore = re.compile(r'^[a-zA-Z0-9_]+$')
    
    errori = []
    
    for chiave, valore in etichette.items():
        if not isinstance(chiave, str):
            errori.append({str(chiave): 'La chiave deve essere una stringa'})
        elif not regex_chiave.match(chiave):
            errori.append({chiave: f""La chiave '{chiave}' non corrisponde al formato richiesto""})
        
        if not isinstance(valore, str):
            errori.append({str(valore): 'Il valore deve essere una stringa'})
        elif not regex_valore.match(valore):
            errori.append({valore: f""Il valore '{valore}' non corrisponde al formato richiesto""})
    
    if errori:
        raise ValidationError(errori)",n,i,i,
62b86a4fb4d922cb0e688cf7,"
def valida_chiave(chiave):
    """"""
    Valida la chiave fornita rispetto alla corrispondente espressione regolare.

    Argomenti:
        chiave: la stringa da validare

    Eccezioni:
        ValidationError: se la chiave fornita non è conforme all'espressione regolare.
    """"""
","import re

def valida_chiave(chiave):
    """"""
    Valida la chiave fornita rispetto alla corrispondente espressione regolare.

    Argomenti:
        chiave: la stringa da validare

    Eccezioni:
        ValidationError: se la chiave fornita non è conforme all'espressione regolare.
    """"""
    espressione_regolare = r'^[A-Za-z0-9_]{8,20}$'  # Esempio di espressione regolare per una chiave
    if not re.match(espressione_regolare, chiave):
        raise ValidationError(""La chiave fornita non è conforme all'espressione regolare."")
    return True",i,i,i,
62b43427903eeb48555d3ea5,"def formatta(
                self,
                sql: AnyStr,
                parametri: Union[Dict[Union[str, int], Any], Sequence[Any]],
        ) -> Tuple[AnyStr, Union[Dict[Union[str, int], Any], Sequence[Any]]]:
""""""

Converte la query SQL per utilizzare i parametri in stile ""out"" invece dei parametri in stile ""in"".

**sql** (:class:`str` o :class:`bytes`) è la query SQL.

dddd
Restituisce una :class:`tuple` contenente:

- La query SQL formattata (:class:`str` o :class:`bytes`).

- L'insieme dei parametri convertiti in stile ""out"" (:class:`dict` o :class:`list`).
""""""","def formatta(
        self,
        sql: AnyStr,
        parametri: Union[Dict[Union[str, int], Any], Sequence[Any]],
) -> Tuple[AnyStr, Union[Dict[Union[str, int], Any], Sequence[Any]]]:
    """"""
    Converte la query SQL per utilizzare i parametri in stile ""out"" invece dei parametri in stile ""in"".

    **sql** (:class:`str` o :class:`bytes`) è la query SQL.

    Restituisce una :class:`tuple` contenente:

    - La query SQL formattata (:class:`str` o :class:`bytes`).

    - L'insieme dei parametri convertiti in stile ""out"" (:class:`dict` o :class:`list`).
    """"""
    if isinstance(parametri, dict):
        parametri_out = {}
        for chiave, valore in parametri.items():
            parametri_out[f""out_{chiave}""] = valore
        sql_formattato = sql.replace(""?"", "":out_"")
    elif isinstance(parametri, (list, tuple)):
        parametri_out = [f""out_{i}"" for i in range(len(parametri))]
        sql_formattato = sql.replace(""?"", "":out_"")
    else:
        raise TypeError(""I parametri devono essere un dizionario o una sequenza"")

    return sql_formattato, parametri_out",n,i,i,
62b45e165108cfac7f210a16,"def valida_come_versione_precedente_version(self, precedente):
    """"""
    Verifica che ""precedente"" sia una versione precedente valida dell'oggetto inventario corrente.

    La variabile di input ""precedente"" deve essere un oggetto di tipo InventoryValidator
    e si presume che sia l'inventario corrente (self) sia l'inventario ""prior"" siano stati
    verificati per coerenza interna.
    """"""
","def valida_come_versione_precedente_version(self, precedente):
    """"""
    Verifica che ""precedente"" sia una versione precedente valida dell'oggetto inventario corrente.

    La variabile di input ""precedente"" deve essere un oggetto di tipo InventoryValidator
    e si presume che sia l'inventario corrente (self) sia l'inventario ""prior"" siano stati
    verificati per coerenza interna.
    """"""
    if not isinstance(precedente, InventoryValidator):
        raise TypeError(""L'oggetto 'precedente' deve essere di tipo InventoryValidator."")
    
    # Verifica che l'inventario precedente sia effettivamente una versione precedente
    if precedente.data_creazione >= self.data_creazione:
        return False
    
    # Verifica che tutti gli elementi dell'inventario precedente siano presenti nel corrente
    for elemento in precedente.elementi:
        if elemento not in self.elementi:
            return False
    
    return True",i,i,i,
62b45e165108cfac7f210a17,"def ottieni_mappa_percorsi_logici(inventario, versione):`
""""""
Ottiene una mappa dei percorsi logici nello stato verso i file su disco per una determinata versione nell'inventario.

Restituisce un dizionario: `logical_path_in_state -> set(content_files)`

Il set di `content_files` può includere riferimenti a file duplicati presenti in versioni successive rispetto alla versione descritta.
""""""","def ottieni_mappa_percorsi_logici(inventario, versione):
    """"""
    Ottiene una mappa dei percorsi logici nello stato verso i file su disco per una determinata versione nell'inventario.

    Restituisce un dizionario: `logical_path_in_state -> set(content_files)`

    Il set di `content_files` può includere riferimenti a file duplicati presenti in versioni successive rispetto alla versione descritta.
    """"""
    mappa_percorsi = {}
    
    for percorso_logico, contenuti in inventario.items():
        file_corrispondenti = set()
        for file_contenuto in contenuti:
            if file_contenuto[""versione""] <= versione:
                file_corrispondenti.add(file_contenuto[""file""])
        if file_corrispondenti:
            mappa_percorsi[percorso_logico] = file_corrispondenti
    
    return mappa_percorsi",n,i,n,
62b463153879012d1948149a,"
def _raggruppa_file_per_nome_file_xml(sorgente, nome_xml, lista_file):
""""""
Raggruppa i file per il nome base degli XML

Raggruppa i file in base al nome base degli XML e restituisce i dati in formato dizionario.

 Parametri
----------
    nome_xml : str  
    Nomi dei file XML.  

lista_file: list  
    Lista dei file presenti nella cartella o nell'archivio zip.  
Ritorna
-------
dict  
    - chiave: nome dei file XML.  
    - valore: Package.  
""""""","def _raggruppa_file_per_nome_file_xml(sorgente, nome_xml, lista_file):
    """"""
    Raggruppa i file per il nome base degli XML

    Raggruppa i file in base al nome base degli XML e restituisce i dati in formato dizionario.

    Parametri
    ----------
    nome_xml : str  
        Nomi dei file XML.  

    lista_file: list  
        Lista dei file presenti nella cartella o nell'archivio zip.  

    Ritorna
    -------
    dict  
        - chiave: nome dei file XML.  
        - valore: Package.  
    """"""
    dizionario_raggruppato = {}
    
    for file in lista_file:
        if file.startswith(nome_xml):
            if nome_xml not in dizionario_raggruppato:
                dizionario_raggruppato[nome_xml] = []
            dizionario_raggruppato[nome_xml].append(file)
    
    return dizionario_raggruppato",n,i,n,
62b463153879012d1948149c,"
def seleziona_nomi_file_per_prefisso(prefisso, lista_file):
""""""
Ottieni i file che appartengono a un pacchetto di documenti.

Restituisce i file della lista `files` i cui nomi iniziano con il prefisso `prefix`.

Parametri
----------
prefisso : `str`  
    Prefisso del nome del file.  

lista_file : `list` di `str`  
    Percorsi dei file.  

Ritorno
-------
list  
    Percorsi dei file i cui nomi base corrispondono al prefisso specificato.  ","def seleziona_nomi_file_per_prefisso(prefisso, lista_file):
    """"""
    Ottieni i file che appartengono a un pacchetto di documenti.

    Restituisce i file della lista `files` i cui nomi iniziano con il prefisso `prefix`.

    Parametri
    ----------
    prefisso : `str`  
        Prefisso del nome del file.  

    lista_file : `list` di `str`  
        Percorsi dei file.  

    Ritorno
    -------
    list  
        Percorsi dei file i cui nomi base corrispondono al prefisso specificato.
    """"""
    file_selezionati = []
    for percorso_file in lista_file:
        nome_file = percorso_file.split('/')[-1]  # Estrae il nome del file dal percorso
        if nome_file.startswith(prefisso):
            file_selezionati.append(percorso_file)
    return file_selezionati",i,i,n,
62b463153879012d1948149d,"
def _esplora_cartella(cartella):  
""""""
Ottiene i dati dei pacchetti dalla cartella  

Raggruppa i file in base al loro nome base XML e restituisce i dati in formato dizionario.  

Parametri  
----------  
cartella : str  
    Cartella del pacchetto  

Restituisce  
-------  
dict  
""""""","import os
from collections import defaultdict

def _esplora_cartella(cartella):
    """"""
    Ottiene i dati dei pacchetti dalla cartella  

    Raggruppa i file in base al loro nome base XML e restituisce i dati in formato dizionario.  

    Parametri  
    ----------  
    cartella : str  
        Cartella del pacchetto  

    Restituisce  
    -------  
    dict  
        Dizionario con i file raggruppati per nome base XML  
    """"""
    raggruppamento = defaultdict(list)
    
    for nome_file in os.listdir(cartella):
        if nome_file.endswith('.xml'):
            nome_base = os.path.splitext(nome_file)[0]
            percorso_completo = os.path.join(cartella, nome_file)
            with open(percorso_completo, 'r', encoding='utf-8') as file:
                contenuto = file.read()
            raggruppamento[nome_base].append(contenuto)
    
    return dict(raggruppamento)",n,i,n,
62b463163879012d194814a4,"
def _esplora_file_zip(percorso_zip):
""""""
Ottiene i dati dei pacchetti dal percorso zip fornito.

Raggruppa i file in base al nome base dei loro file XML e restituisce i dati in formato dizionario.

Parametri
----------
percorso_zip : str  
    Percorso del file zip.

Restituisce
-------
dict
","import zipfile
import os
from collections import defaultdict

def _esplora_file_zip(percorso_zip):
    """"""
    Ottiene i dati dei pacchetti dal percorso zip fornito.

    Raggruppa i file in base al nome base dei loro file XML e restituisce i dati in formato dizionario.

    Parametri
    ----------
    percorso_zip : str  
        Percorso del file zip.

    Restituisce
    -------
    dict
        Un dizionario che raggruppa i file in base al nome base dei loro file XML.
    """"""
    dati_pacchetti = defaultdict(list)
    
    with zipfile.ZipFile(percorso_zip, 'r') as archivio_zip:
        for nome_file in archivio_zip.namelist():
            if nome_file.endswith('.xml'):
                nome_base = os.path.splitext(os.path.basename(nome_file))[0]
                with archivio_zip.open(nome_file) as file_xml:
                    contenuto = file_xml.read()
                    dati_pacchetti[nome_base].append(contenuto)
    
    return dict(dati_pacchetti)",n,i,n,
62b463163879012d194814a6,"def lista_file_da_file_zip(percorso_zip):


Restituisce i file presenti in `percorso_zip`.

Esempio:

""""""
[
    '2318-0889-tinf-33-0421/2318-0889-tinf-33-e200069.pdf',
    '2318-0889-tinf-33-0421/2318-0889-tinf-33-e200069.xml',
    '2318-0889-tinf-33-0421/2318-0889-tinf-33-e200071.pdf',
    '2318-0889-tinf-33-0421/2318-0889-tinf-33-e200071.xml',
    '2318-0889-tinf-33-0421/2318-0889-tinf-33-e200071-gf01.tif',
    '2318-0889-tinf-33-0421/2318-0889-tinf-33-e200071-gf02.tif',
    '2318-0889-tinf-33-0421/2318-0889-tinf-33-e200071-gf03.tif',
    '2318-0889-tinf-33-0421/2318-0889-tinf-33-e200071-gf04.tif',
]
""""""","import zipfile

def lista_file_da_file_zip(percorso_zip):
    """"""
    Restituisce i file presenti in `percorso_zip`.

    Esempio:

    [
        '2318-0889-tinf-33-0421/2318-0889-tinf-33-e200069.pdf',
        '2318-0889-tinf-33-0421/2318-0889-tinf-33-e200069.xml',
        '2318-0889-tinf-33-0421/2318-0889-tinf-33-e200071.pdf',
        '2318-0889-tinf-33-0421/2318-0889-tinf-33-e200071.xml',
        '2318-0889-tinf-33-0421/2318-0889-tinf-33-e200071-gf01.tif',
        '2318-0889-tinf-33-0421/2318-0889-tinf-33-e200071-gf02.tif',
        '2318-0889-tinf-33-0421/2318-0889-tinf-33-e200071-gf03.tif',
        '2318-0889-tinf-33-0421/2318-0889-tinf-33-e200071-gf04.tif',
    ]
    """"""
    lista_file = []
    with zipfile.ZipFile(percorso_zip, 'r') as archivio_zip:
        lista_file = archivio_zip.namelist()
    return lista_file",n,i,n,
62b4631b3879012d194814dd,"def fissa_prefisso_namespace_w(contesto):
""""""

Converte il testo che di default è 'w:st=""' in 'w-st=""'.
""""""","def fissa_prefisso_namespace_w(contesto):
    """"""
    Converte il testo che di default è 'w:st=""' in 'w-st=""'.
    """"""
    testo_modificato = contesto.replace('w:st=""', 'w-st=""')
    return testo_modificato",n,i,n,
