id,prompt,generated_code,comments,identifiers,literals
62b87b839a0c4fa8b80b35cb,"
def _ottieni_indici_errore(self, nome_coordinata):
    """"""
    Ottieni gli indici di errore corrispondenti a una coordinata.
    """"""
","def _ottieni_indici_errore(self, nome_coordinata):
    """"""
    Ottieni gli indici di errore corrispondenti a una coordinata.
    """"""
    indici_errore = []
    for indice, coordinata in enumerate(self.coordinati):
        if coordinata.nome == nome_coordinata:
            indici_errore.append(indice)
    return indici_errore",n,i,n
62b87b7e9a0c4fa8b80b35bc,"def _aggiorna_contesto(self, contesto):
""""""

Aggiorna il *contesto* con le proprietà di questo grafo.

*context.error* viene aggiornato aggiungendo gli indici degli errori.
Esempio di subcontext per un grafo con i campi ""E,t,error_E_low"":
`{""error"": {""x_low"": {""index"": 2}}}`.
Nota che i nomi degli errori sono chiamati ""x"", ""y"" e ""z""
(questo corrisponde alle prime tre coordinate, se presenti),
il che consente di semplificare la rappresentazione grafica.
I valori esistenti non vengono rimossi
da *context.value* e dai suoi subcontesti.

Viene chiamato durante la ""distruzione"" del grafo (ad esempio,
nella classe :class:`.ToCSV`). Per ""distruzione"" si intende la conversione
in un'altra struttura (come il testo) nel flusso di lavoro.
L'oggetto grafo non viene realmente distrutto in questo processo.""""""","def _aggiorna_contesto(self, contesto):
    """"""
    Aggiorna il *contesto* con le proprietà di questo grafo.

    *context.error* viene aggiornato aggiungendo gli indici degli errori.
    Esempio di subcontext per un grafo con i campi ""E,t,error_E_low"":
    `{""error"": {""x_low"": {""index"": 2}}}`.
    Nota che i nomi degli errori sono chiamati ""x"", ""y"" e ""z""
    (questo corrisponde alle prime tre coordinate, se presenti),
    il che consente di semplificare la rappresentazione grafica.
    I valori esistenti non vengono rimossi
    da *context.value* e dai suoi subcontesti.

    Viene chiamato durante la ""distruzione"" del grafo (ad esempio,
    nella classe :class:`.ToCSV`). Per ""distruzione"" si intende la conversione
    in un'altra struttura (come il testo) nel flusso di lavoro.
    L'oggetto grafo non viene realmente distrutto in questo processo.
    """"""
    for errore in self.errori:
        nome_errore = errore.nome
        indice_errore = errore.indice
        if nome_errore in [""x"", ""y"", ""z""]:
            if ""error"" not in contesto:
                contesto[""error""] = {}
            contesto[""error""][f""{nome_errore}_low""] = {""index"": indice_errore}
    # Non rimuoviamo i valori esistenti da contesto.value e subcontesti",i,i,n
62b87b4f9a0c4fa8b80b3580,"def integrale(gruppi, limiti):
""""""

Calcola l'integrale (scala per un istogramma).

*i gruppi* contengono i valori, mentre *i limiti* formano la griglia  
per l'integrazione.  
Il loro formato è definito nella descrizione della classe :class:`.histogram`.
""""""","def integrale(gruppi, limiti):
    """"""
    Calcola l'integrale (scala per un istogramma).

    *i gruppi* contengono i valori, mentre *i limiti* formano la griglia  
    per l'integrazione.  
    Il loro formato è definito nella descrizione della classe :class:`.histogram`.
    """"""
    area_totale = 0.0
    for i in range(len(gruppi) - 1):
        base = limiti[i + 1] - limiti[i]
        altezza = gruppi[i]
        area_totale += base * altezza
    return area_totale",n,i,n
62b87af19a0c4fa8b80b34f7,"def differenza(d1, d2, livello=-1):
""""""

Restituisce un dizionario con gli elementi di *d1* che non sono contenuti in *d2*.

Il parametro *livello* definisce la profondità massima della ricorsione. Per una ricorsione infinita, impostare *livello* a -1. Per livello 1, se una chiave è presente sia in *d1* che in *d2* ma ha valori diversi, viene inclusa nella differenza. Consulta la funzione :func:`intersection` per ulteriori dettagli.

*d1* e *d2* rimangono invariati. Tuttavia, *d1* o alcuni dei suoi sottodizionari potrebbero essere restituiti direttamente. Effettua una copia profonda (deep copy) del risultato quando appropriato.

.. versione aggiunta:: 0.5
   Aggiunto il parametro *livello*.
""""""","def differenza(d1, d2, livello=-1):
    import copy

    def differenza_interna(d1, d2, livello):
        risultato = {}
        for chiave in d1:
            if chiave not in d2:
                risultato[chiave] = copy.deepcopy(d1[chiave])
            else:
                if isinstance(d1[chiave], dict) and isinstance(d2[chiave], dict):
                    if livello != 0:
                        sotto_risultato = differenza_interna(d1[chiave], d2[chiave], livello - 1)
                        if sotto_risultato:
                            risultato[chiave] = sotto_risultato
                elif d1[chiave] != d2[chiave]:
                    risultato[chiave] = copy.deepcopy(d1[chiave])
        return risultato

    return differenza_interna(d1, d2, livello)",n,i,n
62b86aa3b4d922cb0e688d36,"def _valida_etichette(etichette):
""""""

Verifica che le chiavi e i valori nelle etichette fornite corrispondano alle rispettive espressioni regolari.

### Argomenti:
- **etichette (dict)**: il dizionario contenente le diverse etichette da validare.

### Eccezioni:
- **ValidationError**: viene sollevata se una qualsiasi delle chiavi o dei valori delle etichette non corrisponde alla rispettiva espressione regolare. L'errore contiene come messaggio la lista di tutti gli errori che si sono verificati nelle etichette. Ogni elemento della lista è un dizionario con una coppia chiave-valore:
  - **key**: la chiave dell'etichetta o il valore dell'etichetta per cui si è verificato un errore, come stringa.
  - **value**: il messaggio di errore.

#### Esempio di codice:
```python
# Esempio:
labels = {
    ""key1"": ""valid"",
    ""key2"": [""invalid""],
    ""$$"": ""invalid"",
    True: True,
}
try:
    _validate_labels(etichette)
except ValidationError as err:
    assert err.messages == [
        {""['invalid']"": 'expected string or bytes-like object'},
        {'$$': ""Label key '$$' does not match the regex [...]""},
        {'True': 'expected string or bytes-like object'},
        {'True': 'expected string or bytes-like object'},
    ]
""""""","import re

class ValidationError(Exception):
    def __init__(self, messages):
        self.messages = messages

def _valida_etichette(etichette):
    espressione_regolare_chiave = r'^[a-zA-Z0-9_]+$'
    espressione_regolare_valore = r'^[a-zA-Z0-9_]+$'
    errori = []

    for chiave, valore in etichette.items():
        if not isinstance(chiave, str) or not re.match(espressione_regolare_chiave, chiave):
            errori.append({chiave: f""Label key '{chiave}' does not match the regex [...]""})
        
        if isinstance(valore, str):
            if not re.match(espressione_regolare_valore, valore):
                errori.append({valore: 'expected string or bytes-like object'})
        else:
            errori.append({str(valore): 'expected string or bytes-like object'})

    if errori:
        raise ValidationError(errori)",n,b,e
62b86a4fb4d922cb0e688cf7,"
def valida_chiave(chiave):
    """"""
    Valida la chiave fornita rispetto alla corrispondente espressione regolare.

    Argomenti:
        chiave: la stringa da validare

    Eccezioni:
        ValidationError: se la chiave fornita non è conforme all'espressione regolare.
    """"""
","import re

class ValidationError(Exception):
    pass

def valida_chiave(chiave):
    """"""
    Valida la chiave fornita rispetto alla corrispondente espressione regolare.

    Argomenti:
        chiave: la stringa da validare

    Eccezioni:
        ValidationError: se la chiave fornita non è conforme all'espressione regolare.
    """"""
    espressione_regolare = r'^[A-Z0-9]{8}$'  # esempio di espressione regolare
    if not re.match(espressione_regolare, chiave):
        raise ValidationError(""La chiave fornita non è conforme all'espressione regolare."")",i,i,i
62b43427903eeb48555d3ea5,"def formatta(
                self,
                sql: AnyStr,
                parametri: Union[Dict[Union[str, int], Any], Sequence[Any]],
        ) -> Tuple[AnyStr, Union[Dict[Union[str, int], Any], Sequence[Any]]]:
""""""

Converte la query SQL per utilizzare i parametri in stile ""out"" invece dei parametri in stile ""in"".

**sql** (:class:`str` o :class:`bytes`) è la query SQL.

dddd
Restituisce una :class:`tuple` contenente:

- La query SQL formattata (:class:`str` o :class:`bytes`).

- L'insieme dei parametri convertiti in stile ""out"" (:class:`dict` o :class:`list`).
""""""","def formatta(
                self,
                sql: AnyStr,
                parametri: Union[Dict[Union[str, int], Any], Sequence[Any]],
        ) -> Tuple[AnyStr, Union[Dict[Union[str, int], Any], Sequence[Any]]]:
    """"""
    Converte la query SQL per utilizzare i parametri in stile ""out"" invece dei parametri in stile ""in"".

    **sql** (:class:`str` o :class:`bytes`) è la query SQL.

    Restituisce una :class:`tuple` contenente:

    - La query SQL formattata (:class:`str` o :class:`bytes`).

    - L'insieme dei parametri convertiti in stile ""out"" (:class:`dict` o :class:`list`).
    """"""
    if isinstance(sql, bytes):
        sql_formattato = sql.decode('utf-8')
    else:
        sql_formattato = sql

    parametri_out = {}
    
    if isinstance(parametri, dict):
        for chiave, valore in parametri.items():
            parametri_out[chiave] = valore
            sql_formattato = sql_formattato.replace(f"":{chiave}"", f""${chiave}"")
    elif isinstance(parametri, list):
        for indice, valore in enumerate(parametri):
            parametri_out[indice] = valore
            sql_formattato = sql_formattato.replace(f"":{indice}"", f""${indice}"")

    return sql_formattato, parametri_out",n,i,n
62b45e165108cfac7f210a16,"def valida_come_versione_precedente_version(self, precedente):
    """"""
    Verifica che ""precedente"" sia una versione precedente valida dell'oggetto inventario corrente.

    La variabile di input ""precedente"" deve essere un oggetto di tipo InventoryValidator
    e si presume che sia l'inventario corrente (self) sia l'inventario ""prior"" siano stati
    verificati per coerenza interna.
    """"""
","def valida_come_versione_precedente_version(self, precedente):
    """"""
    Verifica che ""precedente"" sia una versione precedente valida dell'oggetto inventario corrente.

    La variabile di input ""precedente"" deve essere un oggetto di tipo InventoryValidator
    e si presume che sia l'inventario corrente (self) sia l'inventario ""prior"" siano stati
    verificati per coerenza interna.
    """"""
    if not isinstance(precedente, InventoryValidator):
        return False

    # Controlla se le versioni sono coerenti
    if self.version <= precedente.version:
        return False

    # Controlla che gli elementi dell'inventario siano coerenti
    for chiave, valore in precedente.inventario.items():
        if chiave not in self.inventario or self.inventario[chiave] < valore:
            return False

    return True",i,i,n
62b45e165108cfac7f210a17,"def ottieni_mappa_percorsi_logici(inventario, versione):`
""""""
Ottiene una mappa dei percorsi logici nello stato verso i file su disco per una determinata versione nell'inventario.

Restituisce un dizionario: `logical_path_in_state -> set(content_files)`

Il set di `content_files` può includere riferimenti a file duplicati presenti in versioni successive rispetto alla versione descritta.
""""""","def ottieni_mappa_percorsi_logici(inventario, versione):
    """"""
    Ottiene una mappa dei percorsi logici nello stato verso i file su disco per una determinata versione nell'inventario.

    Restituisce un dizionario: `logical_path_in_state -> set(content_files)`

    Il set di `content_files` può includere riferimenti a file duplicati presenti in versioni successive rispetto alla versione descritta.
    """"""
    mappa_percorsi = {}
    
    for file in inventario:
        if file['version'] <= versione:
            percorso_logico = file['logical_path']
            if percorso_logico not in mappa_percorsi:
                mappa_percorsi[percorso_logico] = set()
            mappa_percorsi[percorso_logico].add(file['content_file'])
    
    return mappa_percorsi",n,i,n
62b463153879012d1948149a,"
def _raggruppa_file_per_nome_file_xml(sorgente, nome_xml, lista_file):
""""""
Raggruppa i file per il nome base degli XML

Raggruppa i file in base al nome base degli XML e restituisce i dati in formato dizionario.

 Parametri
----------
    nome_xml : str  
    Nomi dei file XML.  

lista_file: list  
    Lista dei file presenti nella cartella o nell'archivio zip.  
Ritorna
-------
dict  
    - chiave: nome dei file XML.  
    - valore: Package.  
""""""","def _raggruppa_file_per_nome_file_xml(sorgente, nome_xml, lista_file):
    """"""
    Raggruppa i file per il nome base degli XML

    Raggruppa i file in base al nome base degli XML e restituisce i dati in formato dizionario.

    Parametri
    ----------
        nome_xml : str  
        Nomi dei file XML.  

    lista_file: list  
        Lista dei file presenti nella cartella o nell'archivio zip.  
    Ritorna
    -------
    dict  
        - chiave: nome dei file XML.  
        - valore: Package.  
    """"""
    dizionario_file = {}
    
    for file in lista_file:
        if file.endswith('.xml'):
            nome_base = file[:-4]  # Rimuove l'estensione .xml
            if nome_base not in dizionario_file:
                dizionario_file[nome_base] = []
            dizionario_file[nome_base].append(file)
    
    return dizionario_file",i,i,n
62b463153879012d1948149c,"
def seleziona_nomi_file_per_prefisso(prefisso, lista_file):
""""""
Ottieni i file che appartengono a un pacchetto di documenti.

Restituisce i file della lista `files` i cui nomi iniziano con il prefisso `prefix`.

Parametri
----------
prefisso : `str`  
    Prefisso del nome del file.  

lista_file : `list` di `str`  
    Percorsi dei file.  

Ritorno
-------
list  
    Percorsi dei file i cui nomi base corrispondono al prefisso specificato.  ","def seleziona_nomi_file_per_prefisso(prefisso, lista_file):
    """"""
    Ottieni i file che appartengono a un pacchetto di documenti.

    Restituisce i file della lista `files` i cui nomi iniziano con il prefisso `prefix`.

    Parametri
    ----------
    prefisso : `str`  
        Prefisso del nome del file.  

    lista_file : `list` di `str`  
        Percorsi dei file.  

    Ritorno
    -------
    list  
        Percorsi dei file i cui nomi base corrispondono al prefisso specificato.
    """"""
    file_selezionati = []
    for file in lista_file:
        if file.startswith(prefisso):
            file_selezionati.append(file)
    return file_selezionati",n,i,n
62b463153879012d1948149d,"
def _esplora_cartella(cartella):  
""""""
Ottiene i dati dei pacchetti dalla cartella  

Raggruppa i file in base al loro nome base XML e restituisce i dati in formato dizionario.  

Parametri  
----------  
cartella : str  
    Cartella del pacchetto  

Restituisce  
-------  
dict  
""""""","import os
import xml.etree.ElementTree as ET

def _esplora_cartella(cartella):
    """"""
    Ottiene i dati dei pacchetti dalla cartella  

    Raggruppa i file in base al loro nome base XML e restituisce i dati in formato dizionario.  

    Parametri  
    ----------  
    cartella : str  
        Cartella del pacchetto  

    Restituisce  
    -------  
    dict  
    """"""
    dati_pacchetti = {}
    
    for nome_file in os.listdir(cartella):
        if nome_file.endswith('.xml'):
            percorso_file = os.path.join(cartella, nome_file)
            albero_xml = ET.parse(percorso_file)
            radice = albero_xml.getroot()
            nome_base = os.path.splitext(nome_file)[0]
            
            dati_pacchetti[nome_base] = {}
            for elemento in radice:
                dati_pacchetti[nome_base][elemento.tag] = elemento.text

    return dati_pacchetti",n,i,n
62b463163879012d194814a4,"
def _esplora_file_zip(percorso_zip):
""""""
Ottiene i dati dei pacchetti dal percorso zip fornito.

Raggruppa i file in base al nome base dei loro file XML e restituisce i dati in formato dizionario.

Parametri
----------
percorso_zip : str  
    Percorso del file zip.

Restituisce
-------
dict
","import zipfile
import os
from collections import defaultdict
import xml.etree.ElementTree as ET

def _esplora_file_zip(percorso_zip):
    """"""
    Ottiene i dati dei pacchetti dal percorso zip fornito.

    Raggruppa i file in base al nome base dei loro file XML e restituisce i dati in formato dizionario.

    Parametri
    ----------
    percorso_zip : str  
        Percorso del file zip.

    Restituisce
    -------
    dict
    """"""
    dati = defaultdict(list)

    with zipfile.ZipFile(percorso_zip, 'r') as zip_file:
        for nome_file in zip_file.namelist():
            if nome_file.endswith('.xml'):
                nome_base = os.path.basename(nome_file).split('.')[0]
                with zip_file.open(nome_file) as file:
                    contenuto = file.read()
                    dati[nome_base].append(contenuto)

    return dict(dati)",n,i,n
62b463163879012d194814a6,"def lista_file_da_file_zip(percorso_zip):


Restituisce i file presenti in `percorso_zip`.

Esempio:

""""""
[
    '2318-0889-tinf-33-0421/2318-0889-tinf-33-e200069.pdf',
    '2318-0889-tinf-33-0421/2318-0889-tinf-33-e200069.xml',
    '2318-0889-tinf-33-0421/2318-0889-tinf-33-e200071.pdf',
    '2318-0889-tinf-33-0421/2318-0889-tinf-33-e200071.xml',
    '2318-0889-tinf-33-0421/2318-0889-tinf-33-e200071-gf01.tif',
    '2318-0889-tinf-33-0421/2318-0889-tinf-33-e200071-gf02.tif',
    '2318-0889-tinf-33-0421/2318-0889-tinf-33-e200071-gf03.tif',
    '2318-0889-tinf-33-0421/2318-0889-tinf-33-e200071-gf04.tif',
]
""""""","def lista_file_da_file_zip(percorso_zip):
    import zipfile

    with zipfile.ZipFile(percorso_zip, 'r') as file_zip:
        lista_file = file_zip.namelist()
    
    return lista_file",n,i,n
62b4631b3879012d194814dd,"def fissa_prefisso_namespace_w(contesto):
""""""

Converte il testo che di default è 'w:st=""' in 'w-st=""'.
""""""","def fissa_prefisso_namespace_w(contesto):
    """"""
    Converte il testo che di default è 'w:st=""' in 'w-st=""'.
    """"""
    return contesto.replace('w:st=""', 'w-st=""')",n,i,n
62b463303879012d19481579,"
def _estrai_numero_e_supplmento_da_elemento_issue(issue):
""""""

Estrai i possibili valori di numero e supplemento dai issue.
""""""","def _estrai_numero_e_supplmento_da_elemento_issue(issue):
    """"""
    Estrai i possibili valori di numero e supplemento dai issue.
    """"""
    numero = None
    supplemento = None
    
    if 'numero' in issue:
        numero = issue['numero']
    
    if 'supplemento' in issue:
        supplemento = issue['supplemento']
    
    return numero, supplemento",n,i,n
62b46746d2f69a53b4661722,"
def assorbimento(self, argomenti):
""""""

Dato un insieme `argomenti` di espressioni, restituisce una nuova lista di espressioni applicando l'assorbimento e l'assorbimento negativo.

Consulta https://en.wikipedia.org/wiki/Absorption_law

Assorbimento::

    A & (A | B) = A, A | (A & B) = A

Assorbimento negativo::

    A & (~A | B) = A & B, A | (~A & B) = A | B
""""""","def assorbimento(self, argomenti):
    """"""
    Dato un insieme `argomenti` di espressioni, restituisce una nuova lista di espressioni applicando l'assorbimento e l'assorbimento negativo.

    Consulta https://en.wikipedia.org/wiki/Absorption_law

    Assorbimento::

        A & (A | B) = A, A | (A & B) = A

    Assorbimento negativo::

        A & (~A | B) = A & B, A | (~A & B) = A | B
    """"""
    nuove_espressioni = []
    
    for espressione in argomenti:
        if isinstance(espressione, tuple) and len(espressione) == 3:
            A, operatore, B = espressione
            
            if operatore == '&':
                if B == ('|', A):
                    nuove_espressioni.append(A)
                elif B == ('&', A):
                    nuove_espressioni.append(A)
                elif B == ('~', A):
                    continue  # Assorbimento negativo non applicato
                else:
                    nuove_espressioni.append(espressione)
            elif operatore == '|':
                if B == ('&', A):
                    nuove_espressioni.append(A)
                elif B == ('~', A):
                    continue  # Assorbimento negativo non applicato
                else:
                    nuove_espressioni.append(espressione)
        else:
            nuove_espressioni.append(espressione)
    
    return nuove_espressioni",i,i,n
62b86729b4d922cb0e688c2f,"def configurazione_base(utente, etcd_host=""localhost"", etcd_porta=2379):
""""""

Crea una configurazione con alcuni parametri semplici, che hanno un valore predefinito che può essere impostato.

Argomenti:
utente (str): il nome dell'utente per l'autenticazione statica.
etcd_host (str): l'host per il database.
etcd_porta (int): la porta per il database.

Ritorna:
dict: la configurazione creata.
""""""","def configurazione_base(utente, etcd_host=""localhost"", etcd_porta=2379):
    """"""
    Crea una configurazione con alcuni parametri semplici, che hanno un valore predefinito che può essere impostato.

    Argomenti:
    utente (str): il nome dell'utente per l'autenticazione statica.
    etcd_host (str): l'host per il database.
    etcd_porta (int): la porta per il database.

    Ritorna:
    dict: la configurazione creata.
    """"""
    configurazione = {
        ""utente"": utente,
        ""etcd_host"": etcd_host,
        ""etcd_porta"": etcd_porta
    }
    return configurazione",n,i,n
