filename,error_ids,error_messages,count
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_12__create_deck.py,W293 ; E501 ; E501 ; E501 ; E501 ; E501 ; W293 ; W293 ; F821 ; W293 ; W292,blank line contains whitespace ; line too long (86 > 79 characters) ; line too long (86 > 79 characters) ; line too long (86 > 79 characters) ; line too long (87 > 79 characters) ; line too long (82 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; undefined name 'random' ; blank line contains whitespace ; no newline at end of file,11
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_13__add_book.py,W292,no newline at end of file,1
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_13__remove_book.py,W293 ; W293 ; W293 ; W293 ; E501 ; W293 ; W293 ; W292,blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; line too long (95 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,8
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_13__view_book_quantity.py,W292,no newline at end of file,1
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_13__view_inventory.py,W292,no newline at end of file,1
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_14__add_book.py,W292,no newline at end of file,1
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_14__borrow_book.py,W293 ; W293 ; E501 ; W293 ; W292,blank line contains whitespace ; blank line contains whitespace ; line too long (87 > 79 characters) ; blank line contains whitespace ; no newline at end of file,5
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_14__create_table.py,W292,no newline at end of file,1
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_14__remove_book.py,W293 ; W293 ; W293 ; W292,blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,4
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_14__return_book.py,W293 ; W293 ; E501 ; W293 ; W292,blank line contains whitespace ; blank line contains whitespace ; line too long (83 > 79 characters) ; blank line contains whitespace ; no newline at end of file,5
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_14__search_books.py,W292,no newline at end of file,1
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_15__bad_character_heuristic.py,W293 ; W293 ; W293 ; W293 ; W293 ; W293 ; F821 ; W292,blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; undefined name '请给出完整的类定义' ; no newline at end of file,8
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_15__match_in_pattern.py,W293 ; W292,blank line contains whitespace ; no newline at end of file,2
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_15__mismatch_in_text.py,W293 ; W292,blank line contains whitespace ; no newline at end of file,2
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_16__apply_operator.py,W293 ; W293 ; W293 ; W293 ; W293 ; W292,blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,6
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_16__calculate.py,W293 ; W293 ; W293 ; W293 ; E722 ; W292,blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; do not use bare 'except' ; no newline at end of file,6
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_16__precedence.py,E501 ; W292,line too long (80 > 79 characters) ; no newline at end of file,2
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_17__add_event.py,E501 ; E501 ; W293 ; W292,line too long (171 > 79 characters) ; line too long (176 > 79 characters) ; blank line contains whitespace ; no newline at end of file,4
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_17__get_available_slots.py,E501 ; E501 ; W293 ; W293 ; W293 ; E501 ; W293 ; W293 ; W293 ; W293 ; W293 ; W292,line too long (172 > 79 characters) ; line too long (85 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; line too long (110 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,12
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_17__get_events.py,E501 ; E501 ; W293 ; W292,line too long (171 > 79 characters) ; line too long (176 > 79 characters) ; blank line contains whitespace ; no newline at end of file,4
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_17__get_upcoming_events.py,E501 ; E501 ; W293 ; W292,line too long (271 > 79 characters) ; line too long (296 > 79 characters) ; blank line contains whitespace ; no newline at end of file,4
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_17__is_available.py,E501 ; E501 ; W293 ; W293 ; E501 ; W293 ; W292,line too long (171 > 79 characters) ; line too long (89 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; line too long (86 > 79 characters) ; blank line contains whitespace ; no newline at end of file,7
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_17__remove_event.py,E501 ; E501 ; W293 ; W292,line too long (171 > 79 characters) ; line too long (174 > 79 characters) ; blank line contains whitespace ; no newline at end of file,4
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_18____delitem__.py,E999,SyntaxError: invalid syntax,1
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_18____getitem__.py,W293 ; W292,blank line contains whitespace ; no newline at end of file,2
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_18____iter__.py,W292,no newline at end of file,1
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_18____len__.py,W292,no newline at end of file,1
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_18____setitem__.py,W293 ; W292,blank line contains whitespace ; no newline at end of file,2
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_18___convert_key.py,E501 ; W292,line too long (84 > 79 characters) ; no newline at end of file,2
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_18___to_camel_case.py,E501 ; W292,line too long (84 > 79 characters) ; no newline at end of file,2
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_19__generate_primes.py,W293 ; W293 ; W293 ; W293 ; W292,blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,5
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_19__get_primes.py,W293 ; W293 ; W293 ; W293 ; W293 ; W293 ; W292,blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,7
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_1__calculate_annulus_area.py,W293 ; F821 ; F821 ; W292,blank line contains whitespace ; undefined name 'math' ; undefined name 'math' ; no newline at end of file,4
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_1__calculate_circle_area.py,W293 ; F821 ; W292,blank line contains whitespace ; undefined name 'math' ; no newline at end of file,3
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_1__calculate_cylinder_area.py,W293 ; F821 ; W292,blank line contains whitespace ; undefined name 'math' ; no newline at end of file,3
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_1__calculate_sector_area.py,W293 ; W292,blank line contains whitespace ; no newline at end of file,2
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_1__calculate_sphere_area.py,W292,no newline at end of file,1
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_20__add_user.py,W293 ; W292,blank line contains whitespace ; no newline at end of file,2
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_20__get_messages.py,E501 ; E501 ; E501 ; W293 ; W292,line too long (81 > 79 characters) ; line too long (131 > 79 characters) ; line too long (104 > 79 characters) ; blank line contains whitespace ; no newline at end of file,5
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_20__remove_user.py,W293 ; W292,blank line contains whitespace ; no newline at end of file,2
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_20__send_message.py,W293 ; W293 ; W292,blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,3
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_21__add_course.py,E501 ; W292,line too long (92 > 79 characters) ; no newline at end of file,2
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_21__check_course_conflict.py,E501 ; E501 ; W293 ; W293 ; W293 ; W293 ; W293 ; W292,line too long (92 > 79 characters) ; line too long (102 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,8
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_21__is_free_at.py,E501 ; W293 ; W293 ; W293 ; W293 ; W292,line too long (92 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,6
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_21__remove_course.py,E501 ; E501 ; W292,line too long (92 > 79 characters) ; line too long (92 > 79 characters) ; no newline at end of file,3
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_22__get_all_major.py,E501 ; W292,line too long (80 > 79 characters) ; no newline at end of file,2
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_22__get_most_popular_class_in_major.py,E501 ; E501 ; W293 ; E501 ; W293 ; E501 ; E501 ; W293 ; W293 ; W292,line too long (81 > 79 characters) ; line too long (88 > 79 characters) ; blank line contains whitespace ; line too long (103 > 79 characters) ; blank line contains whitespace ; line too long (83 > 79 characters) ; line too long (80 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,10
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_22__get_students_by_major.py,W292,no newline at end of file,1
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_22__register_class.py,E501 ; E501 ; W293 ; W293 ; W293 ; W292,line too long (87 > 79 characters) ; line too long (87 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,6
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_22__register_student.py,W292,no newline at end of file,1
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_23___select.py,F821 ; E501 ; F821 ; F821 ; E501 ; W293 ; W293 ; W293 ; W293 ; W292,undefined name 'List' ; line too long (104 > 79 characters) ; undefined name 'List' ; undefined name 'List' ; line too long (80 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,10
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_23__count.py,W293 ; W293 ; W293 ; W292,blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,4
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_23__count_all.py,W293 ; F841 ; W293 ; W293 ; W292,blank line contains whitespace ; local variable 'max_value' is assigned to but never used ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,5
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_23__select.py,W293 ; E501 ; W293 ; W293 ; F821 ; W293 ; W293 ; W292,blank line contains whitespace ; line too long (80 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; undefined name 'List' ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,8
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_23__select_all.py,F821 ; F821 ; E501 ; W292,undefined name 'List' ; undefined name 'List' ; line too long (198 > 79 characters) ; no newline at end of file,4
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_24__add.py,W293 ; W292,blank line contains whitespace ; no newline at end of file,2
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_24__divide.py,W292,no newline at end of file,1
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_24__multiply.py,W293 ; W292,blank line contains whitespace ; no newline at end of file,2
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_24__subtract.py,W293 ; W292,blank line contains whitespace ; no newline at end of file,2
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_25___save_cookies.py,W293 ; W292,blank line contains whitespace ; no newline at end of file,2
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_25__get_cookies.py,E501 ; W292,line too long (87 > 79 characters) ; no newline at end of file,2
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_25__load_cookies.py,W293 ; W293 ; W293 ; W293 ; W292,blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,5
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_26__process_csv_data.py,W293 ; W293 ; W293 ; W293 ; W293 ; W293 ; W293 ; F841 ; W292,blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; local variable 'e' is assigned to but never used ; no newline at end of file,9
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_26__read_csv.py,W293 ; W293 ; W293 ; W293 ; W293 ; W292,blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,6
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_26__write_csv.py,E501 ; W293 ; E722 ; W292,line too long (98 > 79 characters) ; blank line contains whitespace ; do not use bare 'except' ; no newline at end of file,4
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_27__add_currency_rate.py,W292,no newline at end of file,1
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_27__convert.py,W293 ; W293 ; W293 ; W292,blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,4
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_27__get_supported_currencies.py,W292,no newline at end of file,1
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_27__update_currency_rate.py,W292,no newline at end of file,1
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_28__create_table.py,W292,no newline at end of file,1
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_28__delete_from_database.py,W292,no newline at end of file,1
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_28__insert_into_database.py,W293 ; W293 ; E501 ; W293 ; W293 ; W292,blank line contains whitespace ; blank line contains whitespace ; line too long (82 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,6
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_28__search_database.py,W293 ; W293 ; F841 ; W292,blank line contains whitespace ; blank line contains whitespace ; local variable 'e' is assigned to but never used ; no newline at end of file,4
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_29__mean.py,W293 ; W292,blank line contains whitespace ; no newline at end of file,2
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_29__median.py,W293 ; W293 ; W292,blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,3
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_29__mode.py,W293 ; W293 ; W293 ; E501 ; W293 ; W292,blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; line too long (81 > 79 characters) ; blank line contains whitespace ; no newline at end of file,6
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_2___convert_type.py,W292,no newline at end of file,1
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_2__add_argument.py,W293 ; W292,blank line contains whitespace ; no newline at end of file,2
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_2__get_argument.py,W292,no newline at end of file,1
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_2__parse_arguments.py,E501 ; E501 ; W293 ; W293 ; W293 ; W293 ; W293 ; E501 ; W293 ; W293 ; W293 ; W292,line too long (113 > 79 characters) ; line too long (100 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; line too long (82 > 79 characters) ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,12
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_30__get_correlation.py,W293 ; W293 ; W293 ; W293 ; W293 ; W292,blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,6
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_30__get_max.py,W292,no newline at end of file,1
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_30__get_min.py,W292,no newline at end of file,1
/Users/saimaafrin/Projects/Project_multilingual/ReplicationPackage-2/data/rebuttal/classeval_generation/python_chinese_claude/iter_8/files/ClassEval_30__get_std_deviation.py,W293 ; W293 ; W293 ; W293 ; W292,blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; blank line contains whitespace ; no newline at end of file,5
