id,generated_code,comments,identifiers,literals,docstring
636767691a6d9265ec0181aa,"import java.util.Arrays;

public class ArrayUtils {
    /**
     * Devuelve un código hash basado en el contenido del array especificado. Si el <code>array</code> es <code>null</code>, este método devuelve 0.
     * @param array el array de tipo long para obtener un código hash
     * @return el código hash del array de tipo long, que podría ser 0 si el array es null.
     */
    public static int nullSafeHashCode(long[] array) {
        if (array == null) {
            return 0;
        }
        return Arrays.hashCode(array);
    }
}",none,english,none,spanish
636767441a6d9265ec017cc1,"import java.util.Objects;

public class BinarySearchTree<T extends Comparable<T>> {

    private class TreeNode<T> {
        T data;
        TreeNode<T> left;
        TreeNode<T> right;
        
        TreeNode(T data) {
            this.data = data;
            this.left = null;
            this.right = null;
        }
    }

    /** 
     * Realiza una rotación a la derecha de un nodo.
     * @param node un nodo a rotar
     * @return un nuevo padre del {@code node}
     */
    private TreeNode<T> rotateRight(TreeNode<T> node) {
        if (node == null || node.left == null) {
            return node;
        }
        
        TreeNode<T> newParent = node.left;
        node.left = newParent.right;
        newParent.right = node;
        
        return newParent;
    }
}",none,english,none,spanish
6367667f1a6d9265ec01745c,"import java.io.File;
import java.net.URL;
import java.util.Vector;

public class ClassPathUtils {

    /** 
     * Agrega todos los archivos jar de un directorio al classpath, representado como un Vector de URLs.
     */
    @SuppressWarnings(""unchecked"")
    public static void addToClassPath(Vector<URL> cpV, String dir) {
        File directory = new File(dir);
        
        if (!directory.exists() || !directory.isDirectory()) {
            return;
        }

        File[] files = directory.listFiles();
        if (files != null) {
            for (File file : files) {
                if (file.isFile() && file.getName().toLowerCase().endsWith("".jar"")) {
                    try {
                        URL jarUrl = file.toURI().toURL();
                        if (!cpV.contains(jarUrl)) {
                            cpV.add(jarUrl);
                        }
                    } catch (Exception e) {
                        e.printStackTrace();
                    }
                }
            }
        }
    }
}",none,english,none,spanish
6367677e1a6d9265ec01830f,"import org.apache.log4j.spi.LoggingEvent;
import java.text.SimpleDateFormat;
import java.util.Date;

public class CustomLogFormatter {

    public String format(LoggingEvent event) {
        StringBuilder formattedMessage = new StringBuilder();
        
        // Add timestamp
        SimpleDateFormat dateFormat = new SimpleDateFormat(""yyyy-MM-dd HH:mm:ss,SSS"");
        String timestamp = dateFormat.format(new Date(event.getTimeStamp()));
        formattedMessage.append(timestamp);
        
        // Add log level
        formattedMessage.append("" ["");
        formattedMessage.append(event.getLevel().toString());
        formattedMessage.append(""] "");
        
        // Add logger name
        formattedMessage.append(event.getLoggerName());
        formattedMessage.append("" - "");
        
        // Add message
        formattedMessage.append(event.getRenderedMessage());
        
        // Add throwable if exists
        String[] throwableStrRep = event.getThrowableStrRep();
        if (throwableStrRep != null) {
            formattedMessage.append(""\n"");
            for (String throwableLine : throwableStrRep) {
                formattedMessage.append(throwableLine);
                formattedMessage.append(""\n"");
            }
        }
        
        // Add new line
        formattedMessage.append(""\n"");
        
        return formattedMessage.toString();
    }
}",english,english,none,none
636767031a6d9265ec0178dd,"import javax.servlet.http.HttpServletRequest;

public class RequestWrapper {
    private HttpServletRequest request;

    /**
     * Recupera la longitud del contenido de la solicitud.
     * @return La longitud del contenido de la solicitud.
     * @since 1.3
     */
    public long contentLength() {
        long length = request.getContentLengthLong();
        if (length < 0) {
            length = 0;
        }
        return length;
    }
}",none,english,none,spanish
636766f11a6d9265ec017658,"package org.apache.commons.io;

/**
 * Utility class for file operations.
 */
public class FilenameUtils {

    /** The Unix separator character. */
    private static final char UNIX_SEPARATOR = '/';
    
    /** The Windows separator character. */
    private static final char WINDOWS_SEPARATOR = '\\';

    /** 
     * Devuelve el índice del último carácter separador de directorio. <p> 
     * Este método manejará un archivo en formato Unix o Windows. Se devuelve la posición 
     * de la última barra inclinada o barra invertida. <p> La salida será la misma 
     * independientemente de la máquina en la que se ejecute el código.
     * 
     * @param filename  el nombre del archivo en el que se busca el último separador de ruta, 
     *                 null devuelve -1
     * @return el índice del último carácter separador, o -1 si no existe tal carácter
     */
    public static int indexOfLastSeparator(String filename) {
        if (filename == null) {
            return -1;
        }
        
        int lastUnixPos = filename.lastIndexOf(UNIX_SEPARATOR);
        int lastWindowsPos = filename.lastIndexOf(WINDOWS_SEPARATOR);
        
        return Math.max(lastUnixPos, lastWindowsPos);
    }
}",none,english,none,both
636767121a6d9265ec017b0a,"import java.util.Arrays;

public class HeaderParser {

    /**
     * Omite bytes hasta el final de la línea actual.
     * @param headerPart Las cabeceras que se están analizando.
     * @param end Índice del último byte que aún no ha sido procesado.
     * @return Índice de la secuencia \r\n, que indica el final de la línea.
     */
    private int parseEndOfLine(String headerPart, int end) {
        int index = end;
        
        // Buscar hasta encontrar \r\n o llegar al final
        while (index < headerPart.length() - 1) {
            if (headerPart.charAt(index) == '\r' && 
                headerPart.charAt(index + 1) == '\n') {
                return index;
            }
            index++;
        }
        
        // Si no se encuentra \r\n, devolver el final del string
        return headerPart.length() - 1;
    }
}",spanish,english,none,spanish
636766f61a6d9265ec017701,"package org.apache.commons.lang3;

public class StringUtils {
    /**
     * Encuentra el último índice dentro de una cadena, manejando <code>null</code>. 
     * Este método utiliza {@link String#lastIndexOf(String)}.
     *
     * @param str la cadena a verificar, puede ser null
     * @param searchStr la cadena a encontrar, puede ser null
     * @return el último índice de la cadena de búsqueda, -1 si no se encuentra o si str es null
     */
    public static int lastIndexOf(String str, String searchStr) {
        if (str == null || searchStr == null) {
            return -1;
        }
        return str.lastIndexOf(searchStr);
    }
}",none,english,none,spanish
6367670b1a6d9265ec0179fe,"import java.io.IOException;
import java.io.OutputStream;

public class ByteArrayOutputStream extends OutputStream {
    
    protected byte[] buf;
    protected int count;
    
    @Override
    public void write(byte b[]) throws IOException {
        if (b == null) {
            throw new NullPointerException();
        }
        
        // Ensure capacity
        int newcount = count + b.length;
        if (newcount > buf.length) {
            byte newbuf[] = new byte[Math.max(buf.length << 1, newcount)];
            System.arraycopy(buf, 0, newbuf, 0, count);
            buf = newbuf;
        }
        
        // Copy bytes to buffer
        System.arraycopy(b, 0, buf, count, b.length);
        count = newcount;
    }
}",english,english,none,none
636767df1a6d9265ec01873c,"import java.util.UUID;

public class EntityIdentifier {

    /**
     * @return el id de la fila
     */
    public String id(String entityId) {
        if (entityId == null || entityId.trim().isEmpty()) {
            return UUID.randomUUID().toString();
        }
        return entityId.trim();
    }

}",none,english,none,spanish
636766f91a6d9265ec01777f,"public class BooleanUtils {
    /**
     * <p>Convierte un Boolean a un boolean manejando <code>null</code> devolviendo <code>false</code>.</p>
     *
     * <pre>
     * BooleanUtils.toBoolean(Boolean.TRUE)  = true
     * BooleanUtils.toBoolean(Boolean.FALSE) = false
     * BooleanUtils.toBoolean(null)          = false
     * </pre>
     *
     * @param bool  el booleano a convertir
     * @return <code>true</code> o <code>false</code>, <code>null</code> devuelve <code>false</code>
     */
    public static boolean toBoolean(Boolean bool) {
        return bool != null && bool.booleanValue();
    }
}",none,english,none,spanish
6367675f1a6d9265ec0180d3,"import org.jgrapht.Graph;
import org.jgrapht.GraphMapping;
import org.jgrapht.alg.isomorphism.IsomorphicGraphMapping;
import java.util.HashMap;
import java.util.Map;

public class GraphUtils {

    /**
     * Calcula un automorfismo de identidad (es decir, un mapeo propio de un grafo en el que cada vértice también se mapea a sí mismo).
     * @param grafo el grafo de entrada
     * @param <V> el tipo de vértice del grafo
     * @param <E> el tipo de arista del grafo
     * @return un mapeo de grafo a grafo
     */
    public static <V,E> IsomorphicGraphMapping<V,E> identidad(Graph<V,E> grafo) {
        // Crear mapeos de vértices y aristas
        Map<V,V> vertexMap = new HashMap<>();
        Map<E,E> edgeMap = new HashMap<>();
        
        // Mapear cada vértice a sí mismo
        for(V vertex : grafo.vertexSet()) {
            vertexMap.put(vertex, vertex);
        }
        
        // Mapear cada arista a sí misma
        for(E edge : grafo.edgeSet()) {
            edgeMap.put(edge, edge);
        }
        
        // Crear y retornar el mapeo isomórfico
        return new IsomorphicGraphMapping<>(
            grafo,    // grafo origen
            grafo,    // grafo destino
            vertexMap,// mapeo de vértices
            edgeMap   // mapeo de aristas
        );
    }
}",spanish,both,none,spanish
636766fe1a6d9265ec017833,"import java.io.File;
import java.io.IOException;
import java.nio.file.Files;
import java.nio.file.Path;

public class FileUtils {

    /**
     * Programa un archivo para que se elimine cuando la JVM exista. Si el archivo es un directorio, elimínalo y todos sus subdirectorios.
     * @param file  archivo o directorio a eliminar, no debe ser {@code null}
     * @throws NullPointerException si el archivo es {@code null}
     * @throws IOException en caso de que la eliminación no sea exitosa
     */
    public static void forceDeleteOnExit(File file) throws IOException {
        if (file == null) {
            throw new NullPointerException(""El archivo no puede ser null"");
        }

        if (!file.exists()) {
            return;
        }

        // Si es un directorio, programar eliminación recursiva de contenidos
        if (file.isDirectory()) {
            File[] files = file.listFiles();
            if (files != null) {
                for (File f : files) {
                    forceDeleteOnExit(f);
                }
            }
        }

        // Programar eliminación del archivo/directorio
        try {
            file.deleteOnExit();
        } catch (SecurityException e) {
            throw new IOException(""No se pudo programar la eliminación del archivo: "" + file.getAbsolutePath(), e);
        }
    }
}",spanish,english,spanish,spanish
636767791a6d9265ec018257,"import javax.swing.SwingUtilities;
import java.util.logging.LogRecord;

public class Logger {
    private LogTable logTable;

    public Logger(LogTable logTable) {
        this.logTable = logTable;
    }

    /**
     * Agrega un mensaje de registro a ser mostrado en la ""LogTable"". 
     * Este método es seguro para hilos ya que envía solicitudes al SwingThread 
     * en lugar de procesarlas directamente.
     */
    public void addMessage(final LogRecord lr) {
        if (lr == null) {
            return;
        }

        SwingUtilities.invokeLater(new Runnable() {
            @Override
            public void run() {
                logTable.addRow(lr);
            }
        });
    }
}",none,english,none,spanish
636767641a6d9265ec01817d,"import java.util.*;
import org.jgrapht.*;

public class BipartiteGraphGenerator<V,E> implements GraphGenerator<V,E,V> {
    private int n1; // number of vertices in first partition
    private int n2; // number of vertices in second partition
    
    public BipartiteGraphGenerator(int n1, int n2) {
        this.n1 = n1;
        this.n2 = n2;
    }

    @Override
    public void generateGraph(Graph<V,E> target, Map<String,V> resultMap) {
        // Create vertices for first partition
        List<V> partition1 = new ArrayList<>();
        for(int i = 0; i < n1; i++) {
            V vertex = target.vertexSupplier().get();
            target.addVertex(vertex);
            partition1.add(vertex);
            if(resultMap != null) {
                resultMap.put(""P1_"" + i, vertex);
            }
        }

        // Create vertices for second partition  
        List<V> partition2 = new ArrayList<>();
        for(int i = 0; i < n2; i++) {
            V vertex = target.vertexSupplier().get();
            target.addVertex(vertex);
            partition2.add(vertex);
            if(resultMap != null) {
                resultMap.put(""P2_"" + i, vertex);
            }
        }

        // Add edges between all vertices in partition1 and partition2
        for(V v1 : partition1) {
            for(V v2 : partition2) {
                target.addEdge(v1, v2);
            }
        }
    }
}",english,english,none,none
636766ff1a6d9265ec017851,"import java.io.ByteArrayOutputStream;

public class ByteBuffer {
    private byte[] buffer;
    
    /**
     * Busca un byte de valor especificado en el <code>buffer</code>, comenzando en la <code>posición</code> especificada.
     * @param value El valor a encontrar.
     * @param pos   La posición inicial para la búsqueda.
     * @return La posición del byte encontrado, contando desde el inicio del <code>buffer</code>, o <code>-1</code> si no se encuentra.
     */
    protected int findByte(byte value, int pos) {
        if (buffer == null || pos < 0 || pos >= buffer.length) {
            return -1;
        }
        
        for (int i = pos; i < buffer.length; i++) {
            if (buffer[i] == value) {
                return i;
            }
        }
        
        return -1;
    }
}",none,english,none,spanish
636767a41a6d9265ec018582,"import com.dyuproject.protostuff.LinkedBuffer;
import com.dyuproject.protostuff.Schema;
import com.dyuproject.protostuff.ProtobufOutput;
import java.io.IOException;
import java.io.OutputStream;

public class MessageSerializer {

    /**
     * Serializa el {@code message},precedido por su longitud, en un {@link OutputStream}.
     * @return el tamaño del mensaje
     */
    public static <T> int writeDelimitedTo(OutputStream out, T message, Schema<T> schema, LinkedBuffer buffer) throws IOException {
        // Create protobuf output with the buffer
        ProtobufOutput output = new ProtobufOutput(buffer);
        
        // Serialize the message to get its size
        schema.writeTo(output, message);
        
        // Get the serialized size
        int size = output.getSize();
        
        // Write the size as a varint to the output stream
        while ((size & ~0x7F) != 0) {
            out.write((size & 0x7F) | 0x80);
            size >>>= 7;
        }
        out.write(size);
        
        // Write the actual message
        LinkedBuffer.writeTo(out, buffer);
        
        // Clear the buffer
        buffer.clear();
        
        return output.getSize();
    }
}",english,english,none,spanish
636767001a6d9265ec01787e,"public class StringBuilder {
    private char[] value;
    private int count;
    
    /**
     * <p> Obtiene la cadena construida por este constructor. </p>
     * @return la cadena construida
     */
    public String toString() {
        return new String(value, 0, count);
    }
}",none,english,none,spanish
636767781a6d9265ec01823d,"import org.apache.log4j.AppenderSkeleton;
import org.apache.log4j.Layout;
import org.apache.log4j.spi.LoggingEvent;
import java.io.IOException;
import java.io.Writer;

public class CustomAppender extends AppenderSkeleton {
    
    private Writer writer;

    /** 
     * Este método realiza la escritura
     */
    protected void subAppend(LoggingEvent event) {
        if(layout == null || writer == null) {
            return;
        }

        try {
            String formattedMessage = layout.format(event);
            writer.write(formattedMessage);
            
            if(layout.ignoresThrowable()) {
                String[] throwableStrRep = event.getThrowableStrRep();
                if (throwableStrRep != null) {
                    for (String line : throwableStrRep) {
                        writer.write(line);
                        writer.write(Layout.LINE_SEP);
                    }
                }
            }
            
            writer.flush();
        } catch (IOException e) {
            errorHandler.error(""Failed to write log event"", e, 1);
        }
    }

    @Override
    public void close() {
        if(writer != null) {
            try {
                writer.close();
            } catch (IOException e) {
                // Ignore
            }
        }
    }

    @Override
    public boolean requiresLayout() {
        return true;
    }

    public void setWriter(Writer writer) {
        this.writer = writer;
    }
}",english,english,english,spanish
636766ef1a6d9265ec01761a,"import java.util.ArrayList;
import java.util.List;

public class SymbolTable {
    private List<String> types;

    public SymbolTable() {
        types = new ArrayList<>();
    }

    /**
     * Agrega un tipo en la tabla de tipos de esta tabla de símbolos. No hace nada si la tabla de tipos ya contiene un tipo similar.
     * @param value un nombre de clase interno.
     * @return el índice de un nuevo tipo o de un tipo ya existente con el valor dado.
     */
    public int addType(final String value) {
        // Check if type already exists
        for (int i = 0; i < types.size(); i++) {
            if (types.get(i).equals(value)) {
                return i;
            }
        }
        
        // Add new type if it doesn't exist
        types.add(value);
        return types.size() - 1;
    }
}",english,english,none,spanish
636766821a6d9265ec0174b6,"import java.lang.reflect.ParameterizedType;
import java.lang.reflect.Type;
import java.lang.reflect.TypeVariable;
import java.util.HashMap;
import java.util.Map;

public class TypeResolver {

    public static Class<?>[] resolveArguments(Type genericType, Class<?> targetType) {
        if (!(genericType instanceof ParameterizedType)) {
            return null;
        }

        ParameterizedType parameterizedType = (ParameterizedType) genericType;
        Type[] actualTypeArguments = parameterizedType.getActualTypeArguments();
        Class<?>[] resolvedTypes = new Class<?>[actualTypeArguments.length];

        // Map to store type variable mappings
        Map<TypeVariable<?>, Type> typeVariableMap = new HashMap<>();
        
        // Get type variables from target type
        TypeVariable<?>[] typeParameters = targetType.getTypeParameters();
        
        // Build mapping of type variables to actual types
        for (int i = 0; i < actualTypeArguments.length && i < typeParameters.length; i++) {
            if (actualTypeArguments[i] instanceof Class) {
                resolvedTypes[i] = (Class<?>) actualTypeArguments[i];
            } else if (actualTypeArguments[i] instanceof TypeVariable) {
                TypeVariable<?> typeVar = (TypeVariable<?>) actualTypeArguments[i];
                Type resolvedType = typeVariableMap.get(typeVar);
                if (resolvedType instanceof Class) {
                    resolvedTypes[i] = (Class<?>) resolvedType;
                } else {
                    // If we can't resolve the type variable, return null
                    return null;
                }
            } else {
                // If we encounter other type of Type, return null
                return null;
            }
        }

        return resolvedTypes;
    }
}",english,english,none,none
636767e11a6d9265ec018781,"import java.util.Objects;
import java.util.concurrent.atomic.AtomicReference;

public class MetricsCache<METRICS> {

    private AtomicReference<METRICS> cache;

    public MetricsCache() {
        this.cache = new AtomicReference<>();
    }

    /**
     * Acepta los datos en la caché y los combina con el valor existente. Este método no es seguro para hilos, se debe evitar la llamada concurrente.
     * @param data que se va a agregar potencialmente.
     */
    @Override 
    public void accept(final METRICS data) {
        Objects.requireNonNull(data, ""Data cannot be null"");
        
        METRICS currentValue = cache.get();
        if (currentValue == null) {
            cache.set(data);
        } else {
            // Si hay un valor existente, combinar los datos
            try {
                if (data instanceof Mergeable) {
                    ((Mergeable)currentValue).merge(data);
                } else {
                    // Si no es mergeable, simplemente reemplazar
                    cache.set(data);
                }
            } catch (Exception e) {
                // En caso de error al combinar, mantener el valor actual
                // y registrar el error
                System.err.println(""Error merging metrics data: "" + e.getMessage());
            }
        }
    }
}

// Interfaz opcional para objetos que pueden combinarse
interface Mergeable<T> {
    void merge(T other);
}",spanish,english,english,spanish
636767531a6d9265ec017efb,"import java.util.Objects;

public class Bucket {
    private Bucket prev;
    private Bucket next;
    
    /**
     * Inserta este ""bucket"" en la estructura de datos antes del {@code bucket}.
     * @param bucket el ""bucket"", que será el siguiente a este ""bucket"".
     */
    public void insertBefore(Bucket bucket) {
        Objects.requireNonNull(bucket, ""bucket cannot be null"");
        
        // Set this bucket's next reference to the given bucket
        this.next = bucket;
        
        // Set this bucket's prev reference to the given bucket's previous
        this.prev = bucket.prev;
        
        // Update the given bucket's prev reference to point to this bucket
        bucket.prev = this;
        
        // If there was a previous bucket, update its next reference
        if (this.prev != null) {
            this.prev.next = this;
        }
    }
}",english,english,english,none
636766f11a6d9265ec017641,"import java.io.IOException;
import java.io.InputStream;

public class CustomInputStream extends InputStream {

    private InputStream inputStream;

    public CustomInputStream(InputStream is) {
        this.inputStream = is;
    }

    /**
     * @see InputStream#available()
     */
    @Override
    public int available() throws IOException {
        return inputStream.available();
    }

    @Override
    public int read() throws IOException {
        return inputStream.read();
    }
}",none,english,none,none
636767de1a6d9265ec018706,"import org.elasticsearch.cluster.metadata.MappingMetadata;
import org.elasticsearch.common.collect.ImmutableOpenMap;
import org.elasticsearch.common.settings.Settings;
import org.elasticsearch.index.mapper.MapperService;
import org.elasticsearch.index.mapper.Mapping;
import org.elasticsearch.index.mapper.Mappings;

public class MappingDiffer {

    public Mappings diffStructure(String tableName, Mappings mappings) {
        try {
            // Create empty mappings builder
            Mappings.Builder diffMappings = new Mappings.Builder();

            // Get current index mappings
            ImmutableOpenMap<String, MappingMetadata> currentMappings = getCurrentIndexMappings(tableName);
            
            // Get properties from input mappings
            Map<String, Object> inputProperties = mappings.getSourceAsMap();
            
            // Iterate through input mappings and find fields that don't exist in current
            for (Map.Entry<String, Object> entry : inputProperties.entrySet()) {
                String fieldName = entry.getKey();
                
                // Skip _source field
                if (fieldName.equals(""_source"")) {
                    continue;
                }
                
                // If field doesn't exist in current mappings, add to diff
                if (!currentMappings.containsKey(fieldName)) {
                    diffMappings.put(fieldName, entry.getValue());
                }
            }

            return diffMappings.build();

        } catch (Exception e) {
            throw new RuntimeException(""Error diffing mappings structure"", e);
        }
    }

    private ImmutableOpenMap<String, MappingMetadata> getCurrentIndexMappings(String indexName) {
        try {
            GetMappingsRequest request = new GetMappingsRequest().indices(indexName);
            GetMappingsResponse response = client.admin().indices().getMappings(request).actionGet();
            return response.mappings().get(indexName);
        } catch (Exception e) {
            throw new RuntimeException(""Error getting current index mappings"", e);
        }
    }
}",english,english,english,none
636767dd1a6d9265ec0186e5,"import java.util.List;
import java.util.ArrayList;

public class ChannelManager {
    
    private List<Channels> channelsList;
    private List<IConsumer> consumersList;

    public ChannelManager() {
        this.channelsList = new ArrayList<>();
        this.consumersList = new ArrayList<>();
    }

    /**
     * Agregar nuevos canales de destino.
     */
    public void addNewTarget(Channels channels, IConsumer consumer) {
        if (channels != null && consumer != null) {
            channelsList.add(channels);
            consumersList.add(consumer);
        }
    }
}

// Assumed supporting interfaces/classes
interface IConsumer {
    void consume();
}

enum Channels {
    EMAIL,
    SMS,
    PUSH_NOTIFICATION,
    WEBHOOK
}",none,english,none,spanish
