id,generated_code,comments,identifiers,literals,docstring,Notes
636767691a6d9265ec0181aa,"public class HashCodeUtil {
    
    /** 
     * Devuelve un código hash basado en el contenido del array especificado. Si el <code>array</code> es <code>null</code>, este método devuelve 0.
     * @param array el array de tipo long para obtener un código hash
     * @return el código hash del array de tipo long, que podría ser 0 si el array es null.
     */
    public static int nullSafeHashCode(long[] array) {
        if (array == null) {
            return 0;
        }
        int result = 1;
        for (long element : array) {
            result = 31 * result + Long.hashCode(element);
        }
        return result;
    }

    public static void main(String[] args) {
        long[] array1 = {1L, 2L, 3L};
        long[] array2 = null;

        System.out.println(nullSafeHashCode(array1)); // Example usage
        System.out.println(nullSafeHashCode(array2)); // Example usage
    }
}",english,english,none,spanish,
636767441a6d9265ec017cc1,"class TreeNode<T> {
    T value;
    TreeNode<T> left;
    TreeNode<T> right;

    TreeNode(T value) {
        this.value = value;
        this.left = null;
        this.right = null;
    }
}

public class BinaryTree<T> {

    /**
     * Realiza una rotación a la derecha de un nodo.
     * @param node un nodo a rotar
     * @return un nuevo padre del {@code node}
     */
    private TreeNode<T> rotateRight(TreeNode<T> node) {
        if (node == null || node.left == null) {
            return node; // No se puede rotar
        }

        TreeNode<T> newRoot = node.left; // El nuevo padre será el hijo izquierdo
        node.left = newRoot.right; // El hijo derecho del nuevo padre se convierte en hijo izquierdo del nodo original
        newRoot.right = node; // El nodo original se convierte en el hijo derecho del nuevo padre

        return newRoot; // Retorna el nuevo padre
    }
}",spanish,english,none,spanish,
6367667f1a6d9265ec01745c,"import java.io.File;
import java.net.URL;
import java.net.MalformedURLException;
import java.util.Vector;

public class ClassPathAdder {

    /** 
     * Agrega todos los archivos jar de un directorio al classpath, representado como un Vector de URLs.
     */
    @SuppressWarnings(""unchecked"") 
    public static void addToClassPath(Vector<URL> cpV, String dir) {
        File directory = new File(dir);
        if (directory.exists() && directory.isDirectory()) {
            File[] files = directory.listFiles((d, name) -> name.endsWith("".jar""));
            if (files != null) {
                for (File file : files) {
                    try {
                        cpV.add(file.toURI().toURL());
                    } catch (MalformedURLException e) {
                        e.printStackTrace();
                    }
                }
            }
        } else {
            System.out.println(""El directorio no existe o no es un directorio válido."");
        }
    }

    public static void main(String[] args) {
        Vector<URL> classpath = new Vector<>();
        addToClassPath(classpath, ""ruta/al/directorio/de/jars"");
        // Imprimir los URLs añadidos al classpath
        classpath.forEach(System.out::println);
    }
}",none,english,spanish,spanish,
6367677e1a6d9265ec01830f,"import org.apache.log4j.spi.LoggingEvent;
import java.text.SimpleDateFormat;
import java.util.Date;

public class LoggerFormatter {

    /**
     * Produce una cadena formateada según lo especificado por el patrón de conversión.
     */
    public String format(LoggingEvent event) {
        StringBuilder formattedString = new StringBuilder();
        
        // Get the timestamp of the logging event
        long timestamp = event.getTimeStamp();
        String date = new SimpleDateFormat(""yyyy-MM-dd HH:mm:ss"").format(new Date(timestamp));
        
        // Get the log level
        String level = event.getLevel().toString();
        
        // Get the logger name
        String loggerName = event.getLoggerName();
        
        // Get the message
        String message = event.getRenderedMessage();
        
        // Format the string
        formattedString.append(date)
                       .append("" ["")
                       .append(level)
                       .append(""] "")
                       .append(loggerName)
                       .append("": "")
                       .append(message);
        
        return formattedString.toString();
    }
}",english,english,english,spanish,
636767031a6d9265ec0178dd,"public class Request {
    private long contentLength;

    public Request(long contentLength) {
        this.contentLength = contentLength;
    }

    /** 
     * Recupera la longitud del contenido de la solicitud.
     * @return La longitud del contenido de la solicitud.
     * @since 1.3
     */
    public long contentLength() {
        return contentLength;
    }

    public static void main(String[] args) {
        Request request = new Request(1024);
        System.out.println(""La longitud del contenido de la solicitud es: "" + request.contentLength());
    }
}",none,english,spanish,spanish,
636766f11a6d9265ec017658,"public class FilePathSeparator {

    /** 
     * Devuelve el índice del último carácter separador de directorio. <p> Este método manejará un archivo en formato Unix o Windows. Se devuelve la posición de la última barra inclinada o barra invertida. <p> La salida será la misma independientemente de la máquina en la que se ejecute el código.
     * @param filename  el nombre del archivo en el que se busca el último separador de ruta, null devuelve -1
     * @return el índice del último carácter separador, o -1 si no existe tal carácter
     */
    public static int indexOfLastSeparator(String filename) {
        if (filename == null) {
            return -1;
        }
        
        int lastUnixSeparator = filename.lastIndexOf('/');
        int lastWindowsSeparator = filename.lastIndexOf('\\');
        
        return Math.max(lastUnixSeparator, lastWindowsSeparator);
    }

    public static void main(String[] args) {
        // Ejemplos de uso
        System.out.println(indexOfLastSeparator(""C:\\Users\\User\\Documents\\file.txt"")); // 20
        System.out.println(indexOfLastSeparator(""/home/user/documents/file.txt"")); // 15
        System.out.println(indexOfLastSeparator(""file.txt"")); // -1
        System.out.println(indexOfLastSeparator(null)); // -1
    }
}",none,english,english,spanish,
636767121a6d9265ec017b0a,"public class HeaderParser {

    /** 
     * Omite bytes hasta el final de la línea actual.
     * @param headerPart Las cabeceras que se están analizando.
     * @param end Índice del último byte que aún no ha sido procesado.
     * @return Índice de la secuencia \r\n, que indica el final de la línea.
     */
    private int parseEndOfLine(String headerPart, int end) {
        int index = headerPart.indexOf(""\r\n"", 0);
        if (index == -1 || index > end) {
            return end; // No se encontró el final de la línea o está fuera del rango
        }
        return index; // Retorna el índice donde se encuentra \r\n
    }

    public static void main(String[] args) {
        HeaderParser parser = new HeaderParser();
        String headers = ""Header1: value1\r\nHeader2: value2\r\n"";
        int end = headers.length();
        int lineEndIndex = parser.parseEndOfLine(headers, end);
        System.out.println(""End of line index: "" + lineEndIndex);
    }
}",spanish,english,english,spanish,
636766f61a6d9265ec017701,"public class StringUtil {

    /** 
     * Encuentra el último índice dentro de una cadena, manejando <code>null</code>. Este método utiliza {@link String#lastIndexOf(String)}. 
     */
    public static int lastIndexOf(String str, String searchStr) {
        if (str == null || searchStr == null) {
            return -1;
        }
        return str.lastIndexOf(searchStr);
    }

    public static void main(String[] args) {
        // Ejemplos de uso
        System.out.println(lastIndexOf(""Hello World"", ""o"")); // Salida: 7
        System.out.println(lastIndexOf(""Hello World"", ""l"")); // Salida: 9
        System.out.println(lastIndexOf(""Hello World"", ""x"")); // Salida: -1
        System.out.println(lastIndexOf(null, ""o"")); // Salida: -1
        System.out.println(lastIndexOf(""Hello World"", null)); // Salida: -1
    }
}",spanish,english,english,spanish,
6367670b1a6d9265ec0179fe,"import java.io.IOException;
import java.io.OutputStream;

public class CustomOutputStream extends OutputStream {
    @Override
    public void write(byte b[]) throws IOException {
        if (b == null) {
            throw new IOException(""El arreglo de bytes no puede ser nulo."");
        }
        // Aquí se implementaría la lógica para escribir los bytes en el flujo de salida.
        // Por ejemplo, podríamos escribir en un archivo o en otro flujo de salida.
        // Este es un ejemplo simple que solo imprime los bytes en la consola.
        for (byte value : b) {
            System.out.print((char) value);
        }
    }

    @Override
    public void write(int b) throws IOException {
        // Implementación del método write para un solo byte
        System.out.print((char) b);
    }
}",spanish,english,spanish,none,
636767df1a6d9265ec01873c,"public class Entity {
    
    /**
     * @return el id de la fila
     */
    public String id(String entityId) {
        // Assuming the entityId is the row ID we want to return
        return entityId;
    }

    public static void main(String[] args) {
        Entity entity = new Entity();
        String rowId = entity.id(""12345"");
        System.out.println(""El id de la fila es: "" + rowId);
    }
}",english,english,spanish,spanish,
636766f91a6d9265ec01777f,"public class BooleanUtils {

    /** 
     * <p>Convierte un Boolean a un boolean manejando <code>null</code> devolviendo <code>false</code>.</p> 
     * <pre> 
     * BooleanUtils.toBoolean(Boolean.TRUE)  = true 
     * BooleanUtils.toBoolean(Boolean.FALSE) = false 
     * BooleanUtils.toBoolean(null)          = false 
     * </pre>
     * @param bool  el booleano a convertir
     * @return <code>true</code> o <code>false</code>, <code>null</code> devuelve <code>false</code>
     */
    public static boolean toBoolean(Boolean bool) {
        return bool != null && bool;
    }

    public static void main(String[] args) {
        System.out.println(toBoolean(Boolean.TRUE));  // true
        System.out.println(toBoolean(Boolean.FALSE)); // false
        System.out.println(toBoolean(null));           // false
    }
}",english,english,none,spanish,
6367675f1a6d9265ec0180d3,"import java.util.HashMap;
import java.util.Map;

public class GraphUtils {

    /** 
     * Calcula un automorfismo de identidad (es decir, un mapeo propio de un grafo en el que cada vértice también se mapea a sí mismo).
     * @param graph el grafo de entrada
     * @param <V> el tipo de vértice del grafo
     * @param <E> el tipo de arista del grafo
     * @return un mapeo de grafo a grafo
     */
    public static <V, E> IsomorphicGraphMapping<V, E> identidad(Graph<V, E> grafo) {
        Map<V, V> mapping = new HashMap<>();
        
        for (V vertex : grafo.getVertices()) {
            mapping.put(vertex, vertex); // Mapeo de cada vértice a sí mismo
        }
        
        return new IsomorphicGraphMapping<>(mapping);
    }
}

class Graph<V, E> {
    // Método ficticio para obtener los vértices del grafo
    public Iterable<V> getVertices() {
        // Implementación ficticia
        return null;
    }
}

class IsomorphicGraphMapping<V, E> {
    private final Map<V, V> mapping;

    public IsomorphicGraphMapping(Map<V, V> mapping) {
        this.mapping = mapping;
    }

    public Map<V, V> getMapping() {
        return mapping;
    }
}",spanish,english,none,spanish,
636766fe1a6d9265ec017833,"import java.io.File;
import java.io.IOException;

public class FileDeleter {

    /** 
     * Programa un archivo para que se elimine cuando la JVM exista. Si el archivo es un directorio, elimínalo y todos sus subdirectorios.
     * @param file  archivo o directorio a eliminar, no debe ser {@code null}
     * @throws NullPointerException si el archivo es {@code null}
     * @throws IOException en caso de que la eliminación no sea exitosa
     */
    public static void forceDeleteOnExit(File file) throws IOException {
        if (file == null) {
            throw new NullPointerException(""El archivo no debe ser null"");
        }
        
        if (file.isDirectory()) {
            deleteDirectory(file);
        } else {
            if (!file.delete()) {
                throw new IOException(""No se pudo eliminar el archivo: "" + file.getAbsolutePath());
            }
        }
        
        // Programar la eliminación al salir
        Runtime.getRuntime().addShutdownHook(new Thread(() -> {
            try {
                if (file.exists()) {
                    forceDeleteOnExit(file);
                }
            } catch (IOException e) {
                e.printStackTrace();
            }
        }));
    }

    private static void deleteDirectory(File directory) throws IOException {
        File[] files = directory.listFiles();
        if (files != null) {
            for (File file : files) {
                if (file.isDirectory()) {
                    deleteDirectory(file);
                } else {
                    if (!file.delete()) {
                        throw new IOException(""No se pudo eliminar el archivo: "" + file.getAbsolutePath());
                    }
                }
            }
        }
        if (!directory.delete()) {
            throw new IOException(""No se pudo eliminar el directorio: "" + directory.getAbsolutePath());
        }
    }
}",nonw,english,spanish,spanish,
636767791a6d9265ec018257,"import javax.swing.SwingUtilities;
import java.util.logging.LogRecord;

public class LogTable {

    public void addMessage(final LogRecord lr) {
        // Ensure that the log message is processed on the Swing thread
        SwingUtilities.invokeLater(new Runnable() {
            @Override
            public void run() {
                // Here you would add the log record to your LogTable
                // For example, you might append it to a JTextArea or a JTable
                System.out.println(""Log Message: "" + lr.getMessage());
                // Additional code to update the LogTable UI would go here
            }
        });
    }
}",english,english,english,none,
636767641a6d9265ec01817d,"import java.util.Map;

public class BipartiteGraphGenerator<V, E> {

    /**
     * Construir un grafo bipartito completo
     */
    @Override
    public void generateGraph(Graph<V, E> target, Map<String, V> resultMap) {
        if (resultMap == null || resultMap.size() < 2) {
            throw new IllegalArgumentException(""resultMap must contain at least two vertices."");
        }

        // Get the keys from the resultMap
        String[] keys = resultMap.keySet().toArray(new String[0]);
        int mid = keys.length / 2;

        // Add edges between the two partitions
        for (int i = 0; i < mid; i++) {
            for (int j = mid; j < keys.length; j++) {
                V vertex1 = resultMap.get(keys[i]);
                V vertex2 = resultMap.get(keys[j]);
                target.addEdge(vertex1, vertex2);
            }
        }
    }
}

// Assuming a simple Graph interface
interface Graph<V, E> {
    void addEdge(V vertex1, V vertex2);
}",english,english,english,spanish,
636766ff1a6d9265ec017851,"public class ByteFinder {
    
    private byte[] buffer;

    public ByteFinder(byte[] buffer) {
        this.buffer = buffer;
    }

    /** 
     * Busca un byte de valor especificado en el <code>buffer</code>, comenzando en la <code>posición</code> especificada.
     * @param value El valor a encontrar.
     * @param pos   La posición inicial para la búsqueda.
     * @return La posición del byte encontrado, contando desde el inicio del <code>buffer</code>, o <code>-1</code> si no se encuentra.
     */
    protected int findByte(byte value, int pos) {
        if (pos < 0 || pos >= buffer.length) {
            return -1; // Posición fuera de los límites del buffer
        }
        
        for (int i = pos; i < buffer.length; i++) {
            if (buffer[i] == value) {
                return i; // Retorna la posición del byte encontrado
            }
        }
        
        return -1; // Retorna -1 si no se encuentra el byte
    }
    
    public static void main(String[] args) {
        byte[] data = {1, 2, 3, 4, 5, 2};
        ByteFinder finder = new ByteFinder(data);
        int position = finder.findByte((byte) 2, 0);
        System.out.println(""Position of byte: "" + position); // Output: Position of byte: 1
    }
}",spanish,english,english,spanish,
636767a41a6d9265ec018582,"import java.io.IOException;
import java.io.OutputStream;
import com.google.protobuf.Schema;
import com.google.protobuf.LinkedBuffer;

public class MessageSerializer {

    /** 
     * Serializa el {@code message},precedido por su longitud, en un {@link OutputStream}.
     * @return el tamaño del mensaje
     */
    public static <T> int writeDelimitedTo(OutputStream out, T message, Schema<T> schema, LinkedBuffer buffer) throws IOException {
        // Serialize the message to a byte array
        byte[] messageBytes = schema.encode(message, buffer);
        
        // Get the length of the message
        int length = messageBytes.length;
        
        // Write the length of the message as a varint
        writeVarint(out, length);
        
        // Write the message bytes to the output stream
        out.write(messageBytes);
        
        return length;
    }

    private static void writeVarint(OutputStream out, int value) throws IOException {
        while ((value & ~0x7F) != 0) {
            out.write((value & 0x7F) | 0x80);
            value >>>= 7;
        }
        out.write(value);
    }
}",english,english,none,spanish,
636767001a6d9265ec01787e,"public class MyClass {
    
    private StringBuilder stringBuilder;

    public MyClass() {
        stringBuilder = new StringBuilder();
    }

    public void append(String str) {
        stringBuilder.append(str);
    }

    /** 
     * <p> Obtiene la cadena construida por este constructor. </p>
     * @return la cadena construida
     */
    public String toString() {
        return stringBuilder.toString();
    }

    public static void main(String[] args) {
        MyClass myClass = new MyClass();
        myClass.append(""Hello, "");
        myClass.append(""World!"");
        System.out.println(myClass.toString()); // Output: Hello, World!
    }
}",english,english,english,spanish,
636767781a6d9265ec01823d,"import org.apache.log4j.spi.LoggingEvent;

public class LoggerAppender {

    /**
     * Este método realiza la escritura
     */
    protected void subAppend(LoggingEvent event) {
        if (event != null) {
            // Aquí se puede agregar la lógica para procesar el evento de registro
            System.out.println(""Logging event: "" + event.getMessage());
        } else {
            System.out.println(""No logging event provided."");
        }
    }
}",spanish,english,english,spanish,
636766ef1a6d9265ec01761a,"import java.util.HashMap;
import java.util.Map;

public class SymbolTable {
    private Map<String, Integer> typeTable;
    private int currentIndex;

    public SymbolTable() {
        this.typeTable = new HashMap<>();
        this.currentIndex = 0;
    }

    /**
     * Agrega un tipo en la tabla de tipos de esta tabla de símbolos. No hace nada si la tabla de tipos ya contiene un tipo similar.
     * @param value un nombre de clase interno.
     * @return el índice de un nuevo tipo o de un tipo ya existente con el valor dado.
     */
    public int addType(final String value) {
        if (typeTable.containsKey(value)) {
            return typeTable.get(value);
        } else {
            typeTable.put(value, currentIndex);
            return currentIndex++;
        }
    }

    public static void main(String[] args) {
        SymbolTable symbolTable = new SymbolTable();
        System.out.println(symbolTable.addType(""MyClass"")); // Output: 0
        System.out.println(symbolTable.addType(""MyClass"")); // Output: 0
        System.out.println(symbolTable.addType(""AnotherClass"")); // Output: 1
    }
}",english,english,english,spanish,
636766821a6d9265ec0174b6,"import java.lang.reflect.ParameterizedType;
import java.lang.reflect.Type;

public class GenericTypeResolver {

    /** 
     * Resuelve los argumentos para el {@code genericType} utilizando la información de las variables de tipo para el {@code targetType}. Devuelve {@code null} si {@code genericType} no está parametrizado o si no se pueden resolver los argumentos.
     */
    public static Class<?>[] resolveArguments(Type genericType, Class<?> targetType) {
        if (!(genericType instanceof ParameterizedType)) {
            return null;
        }

        ParameterizedType parameterizedType = (ParameterizedType) genericType;
        Type rawType = parameterizedType.getRawType();

        if (!targetType.isAssignableFrom((Class<?>) rawType)) {
            return null;
        }

        Type[] actualTypeArguments = parameterizedType.getActualTypeArguments();
        Class<?>[] resolvedArguments = new Class[actualTypeArguments.length];

        for (int i = 0; i < actualTypeArguments.length; i++) {
            Type arg = actualTypeArguments[i];
            if (arg instanceof Class) {
                resolvedArguments[i] = (Class<?>) arg;
            } else if (arg instanceof ParameterizedType) {
                resolvedArguments[i] = (Class<?>) ((ParameterizedType) arg).getRawType();
            } else {
                return null; // No se puede resolver el argumento
            }
        }

        return resolvedArguments;
    }
}",spanish,english,none,spanish,
636767e11a6d9265ec018781,"public class MetricsCache {

    private METRICS existingData;

    /** 
     * Acepta los datos en la caché y los combina con el valor existente. Este método no es seguro para hilos, se debe evitar la llamada concurrente.
     * @param data que se va a agregar potencialmente.
     */
    @Override 
    public void accept(final METRICS data) {
        if (existingData == null) {
            existingData = data;
        } else {
            combineMetrics(existingData, data);
        }
    }

    private void combineMetrics(METRICS existing, METRICS newData) {
        // Implementar la lógica para combinar existing con newData
        // Esto es un ejemplo, la implementación real dependerá de la estructura de METRICS
        existing.merge(newData);
    }
}",spanish,english,none,spanish,
